,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,342,2020.0,10.0,3.0,7.0,30.0,39.5,2.8,0.7,0.0,3877543.0,0.053,-0.289,0.138,293.2,31.56,18.77
p1,343,2020.0,10.0,3.0,7.0,30.0,39.6,2.8,0.7,0.0,3877544.0,0.127,-0.344,0.11800000000000001,293.2,31.54,18.78
p1,344,2020.0,10.0,3.0,7.0,30.0,39.7,2.8,0.7,0.0,3877545.0,0.129,-0.34299999999999997,0.11900000000000001,293.2,31.56,18.83
p1,345,2020.0,10.0,3.0,7.0,30.0,39.8,2.8,0.7,0.0,3877546.0,0.09,-0.33399999999999996,0.159,293.2,31.52,18.83
p1,346,2020.0,10.0,3.0,7.0,30.0,39.9,2.8,0.7,0.0,3877547.0,0.091,-0.33299999999999996,0.157,293.2,31.56,18.79
p1,347,2020.0,10.0,3.0,7.0,30.0,40.0,2.8,0.7,0.0,3877548.0,0.091,-0.33399999999999996,0.157,293.2,31.55,18.78
p1,348,2020.0,10.0,3.0,7.0,30.0,40.1,2.8,0.7,0.0,3877549.0,0.134,-0.251,0.13699999999999998,293.1,31.55,18.78
p1,349,2020.0,10.0,3.0,7.0,30.0,40.2,2.8,0.7,0.0,3877550.0,0.134,-0.251,0.13699999999999998,293.1,31.55,18.78
p1,350,2020.0,10.0,3.0,7.0,30.0,40.3,2.8,0.7,0.0,3877551.0,0.125,-0.124,0.11800000000000001,293.2,31.55,18.78
p1,351,2020.0,10.0,3.0,7.0,30.0,40.4,2.8,0.7,0.0,3877552.0,0.125,-0.124,0.11800000000000001,293.2,31.55,18.78
p1,352,2020.0,10.0,3.0,7.0,30.0,40.5,2.8,0.7,0.0,3877553.0,0.125,-0.124,0.11800000000000001,293.2,31.55,18.78
p1,353,2020.0,10.0,3.0,7.0,30.0,40.6,2.8,0.7,0.0,3877554.0,0.061,-0.212,0.13699999999999998,293.2,31.55,18.78
p1,354,2020.0,10.0,3.0,7.0,30.0,40.7,2.8,0.7,0.0,3877555.0,0.061,-0.212,0.13699999999999998,293.2,31.55,18.78
p1,355,2020.0,10.0,3.0,7.0,30.0,40.8,2.8,0.7,0.0,3877556.0,0.071,-0.124,0.13699999999999998,293.2,31.55,18.78
p1,356,2020.0,10.0,3.0,7.0,30.0,40.9,2.8,0.7,0.0,3877557.0,0.071,-0.124,0.13699999999999998,293.2,31.58,18.78
p1,357,2020.0,10.0,3.0,7.0,30.0,41.0,2.8,0.7,0.0,3877558.0,0.071,-0.124,0.13699999999999998,293.2,31.55,18.78
p1,358,2020.0,10.0,3.0,7.0,30.0,41.1,2.8,0.7,0.0,3877559.0,0.071,-0.08,0.084,293.2,31.55,18.78
p1,359,2020.0,10.0,3.0,7.0,30.0,41.2,2.8,0.7,0.0,3877560.0,0.071,-0.08,0.084,293.2,31.55,18.78
p1,360,2020.0,10.0,3.0,7.0,30.0,41.3,2.8,0.7,0.0,3877561.0,0.071,-0.08,0.084,293.2,31.55,18.78
p1,361,2020.0,10.0,3.0,7.0,30.0,41.4,2.8,0.7,0.0,3877562.0,0.071,-0.08,0.084,293.2,31.55,18.78
p1,362,2020.0,10.0,3.0,7.0,30.0,41.5,2.8,0.7,0.0,3877563.0,0.071,-0.08,0.083,293.2,31.55,18.78
p1,363,2020.0,10.0,3.0,7.0,30.0,41.6,2.8,0.7,0.0,3877564.0,0.032,-0.07,0.11800000000000001,293.2,31.55,18.78
p1,364,2020.0,10.0,3.0,7.0,30.0,41.7,2.8,0.7,0.0,3877565.0,0.032,-0.07,0.11800000000000001,293.2,31.55,18.78
p1,365,2020.0,10.0,3.0,7.0,30.0,41.8,2.8,0.7,0.0,3877566.0,0.032,-0.07,0.11800000000000001,293.2,31.55,18.78
p1,366,2020.0,10.0,3.0,7.0,30.0,41.9,2.8,0.7,0.0,3877567.0,0.032,-0.07,0.11800000000000001,293.2,31.55,18.78
p1,367,2020.0,10.0,3.0,7.0,30.0,42.0,2.8,0.7,0.0,3877568.0,0.032,-0.07,0.11800000000000001,293.2,31.55,18.78
p1,368,2020.0,10.0,3.0,7.0,30.0,42.1,2.8,0.7,0.0,3877569.0,0.071,-0.08,0.084,293.2,31.55,18.78
p1,369,2020.0,10.0,3.0,7.0,30.0,42.2,2.8,0.7,0.0,3877570.0,0.071,-0.08,0.084,293.2,31.58,18.84
p1,370,2020.0,10.0,3.0,7.0,30.0,42.3,2.8,0.7,0.0,3877571.0,0.061,-0.031,0.064,293.3,31.55,18.78
p1,371,2020.0,10.0,3.0,7.0,30.0,42.4,2.8,0.7,0.0,3877572.0,0.061,-0.031,0.064,293.3,31.56,18.78
p1,372,2020.0,10.0,3.0,7.0,30.0,42.5,2.8,0.7,0.0,3877573.0,0.061,-0.031,0.064,293.3,31.56,18.78
p1,373,2020.0,10.0,3.0,7.0,30.0,42.6,2.8,0.7,0.0,3877574.0,0.022000000000000002,-0.031,0.084,293.3,31.56,18.78
p1,374,2020.0,10.0,3.0,7.0,30.0,42.7,2.8,0.7,0.0,3877575.0,0.022000000000000002,-0.031,0.083,293.3,31.57,18.78
p1,375,2020.0,10.0,3.0,7.0,30.0,42.8,2.8,0.7,0.0,3877576.0,0.022000000000000002,-0.031,0.084,293.3,31.57,18.78
p1,376,2020.0,10.0,3.0,7.0,30.0,42.9,2.8,0.7,0.0,3877577.0,0.022000000000000002,-0.031,0.083,293.3,31.57,18.78
