,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,341,2020.0,10.0,2.0,21.0,30.0,45.9,2.8,0.7,0.0,3521214.0,0.003,-0.114,0.006,294.9,32.6,20.72
p1,342,2020.0,10.0,2.0,21.0,30.0,46.0,2.8,0.7,0.0,3521215.0,0.042,-0.152,0.045,295.0,32.69,20.73
p1,343,2020.0,10.0,2.0,21.0,30.0,46.1,2.8,0.7,0.0,3521216.0,0.042,-0.152,0.044000000000000004,295.0,32.63,20.7
p1,344,2020.0,10.0,2.0,21.0,30.0,46.2,2.8,0.7,0.0,3521217.0,-0.006999999999999999,-0.06,-0.006,295.0,32.63,20.7
p1,345,2020.0,10.0,2.0,21.0,30.0,46.3,2.8,0.7,0.0,3521218.0,-0.006999999999999999,-0.06,-0.005,295.0,32.63,20.7
p1,346,2020.0,10.0,2.0,21.0,30.0,46.4,2.8,0.7,0.0,3521219.0,-0.008,-0.061,-0.006,295.0,32.63,20.7
p1,347,2020.0,10.0,2.0,21.0,30.0,46.5,2.8,0.7,0.0,3521220.0,0.012,0.019,-0.035,295.0,32.63,20.7
p1,348,2020.0,10.0,2.0,21.0,30.0,46.6,2.8,0.7,0.0,3521221.0,0.012,0.019,-0.035,295.0,32.63,20.7
p1,349,2020.0,10.0,2.0,21.0,30.0,46.7,2.8,0.7,0.0,3521222.0,-0.006999999999999999,0.038,-0.006,295.0,32.63,20.7
p1,350,2020.0,10.0,2.0,21.0,30.0,46.8,2.8,0.7,0.0,3521223.0,-0.008,0.038,-0.006,295.0,32.63,20.7
p1,351,2020.0,10.0,2.0,21.0,30.0,46.9,2.8,0.7,0.0,3521224.0,-0.008,0.038,-0.006,295.0,32.63,20.7
p1,352,2020.0,10.0,2.0,21.0,30.0,47.0,2.8,0.7,0.0,3521225.0,0.003,0.019,0.015,295.0,32.63,20.7
p1,353,2020.0,10.0,2.0,21.0,30.0,47.1,2.8,0.7,0.0,3521226.0,0.003,0.019,0.015,295.0,32.63,20.7
p1,354,2020.0,10.0,2.0,21.0,30.0,47.2,2.8,0.7,0.0,3521227.0,0.003,0.019,0.015,295.0,32.63,20.7
p1,355,2020.0,10.0,2.0,21.0,30.0,47.3,2.8,0.7,0.0,3521228.0,0.003,0.018000000000000002,0.015,295.0,32.63,20.73
p1,356,2020.0,10.0,2.0,21.0,30.0,47.4,2.8,0.7,0.0,3521229.0,0.003,0.018000000000000002,0.015,295.0,32.63,20.7
p1,357,2020.0,10.0,2.0,21.0,30.0,47.5,2.8,0.7,0.0,3521230.0,0.003,0.019,0.015,295.0,32.63,20.7
p1,358,2020.0,10.0,2.0,21.0,30.0,47.6,2.8,0.7,0.0,3521231.0,0.003,0.018000000000000002,0.015,295.0,32.63,20.7
p1,359,2020.0,10.0,2.0,21.0,30.0,47.7,2.8,0.7,0.0,3521232.0,0.003,0.019,0.015,295.0,32.63,20.7
p1,360,2020.0,10.0,2.0,21.0,30.0,47.8,2.8,0.7,0.0,3521233.0,0.003,0.019,0.015,295.0,32.63,20.7
p1,361,2020.0,10.0,2.0,21.0,30.0,47.9,2.8,0.7,0.0,3521234.0,0.003,0.018000000000000002,0.015,295.0,32.63,20.7
p1,362,2020.0,10.0,2.0,21.0,30.0,48.0,2.8,0.7,0.0,3521235.0,0.003,0.019,0.015,295.0,32.63,20.7
p1,363,2020.0,10.0,2.0,21.0,30.0,48.1,2.8,0.7,0.0,3521236.0,0.003,0.019,0.015,295.0,32.63,20.7
p1,364,2020.0,10.0,2.0,21.0,30.0,48.2,2.8,0.7,0.0,3521237.0,0.003,0.019,0.015,295.0,32.63,20.7
p1,365,2020.0,10.0,2.0,21.0,30.0,48.3,2.8,0.7,0.0,3521238.0,0.003,0.019,0.015,295.0,32.63,20.7
p1,366,2020.0,10.0,2.0,21.0,30.0,48.4,2.8,0.7,0.0,3521239.0,0.003,0.019,0.015,295.0,32.63,20.7
p1,367,2020.0,10.0,2.0,21.0,30.0,48.5,2.8,0.7,0.0,3521240.0,0.003,0.019,0.015,295.0,32.68,20.71
p1,368,2020.0,10.0,2.0,21.0,30.0,48.6,2.8,0.7,0.0,3521241.0,0.003,0.019,0.015,295.0,32.63,20.7
p1,369,2020.0,10.0,2.0,21.0,30.0,48.7,2.8,0.7,0.0,3521242.0,0.003,0.019,0.015,295.0,32.63,20.7
p1,370,2020.0,10.0,2.0,21.0,30.0,48.8,2.8,0.7,0.0,3521243.0,0.003,0.019,0.015,295.0,32.63,20.7
p1,371,2020.0,10.0,2.0,21.0,30.0,48.9,2.8,0.7,0.0,3521244.0,0.003,0.019,0.015,295.0,32.63,20.7
p1,372,2020.0,10.0,2.0,21.0,30.0,49.0,2.8,0.7,0.0,3521245.0,-0.006999999999999999,0.019,0.035,295.0,32.63,20.7
p1,373,2020.0,10.0,2.0,21.0,30.0,49.1,2.8,0.7,0.0,3521246.0,-0.006999999999999999,0.019,0.035,295.0,32.63,20.7
p1,374,2020.0,10.0,2.0,21.0,30.0,49.2,2.8,0.7,0.0,3521247.0,-0.276,0.087,0.025,295.0,32.63,20.7
p1,375,2020.0,10.0,2.0,21.0,30.0,49.3,2.8,0.7,0.0,3521248.0,-0.276,0.087,0.025,295.0,32.63,20.7
p1,376,2020.0,10.0,2.0,21.0,30.0,49.4,2.8,0.7,0.0,3521249.0,-0.276,0.087,0.025,295.0,32.63,20.7
p1,377,2020.0,10.0,2.0,21.0,30.0,49.5,2.8,0.7,0.0,3521250.0,-0.237,-0.040999999999999995,0.006,295.1,32.63,20.7
p1,378,2020.0,10.0,2.0,21.0,30.0,49.6,2.8,0.7,0.0,3521251.0,-0.237,-0.040999999999999995,0.005,295.1,32.63,20.7
p1,379,2020.0,10.0,2.0,21.0,30.0,49.7,2.8,0.7,0.0,3521252.0,-0.105,0.048,-0.006,295.1,32.63,20.7
p1,380,2020.0,10.0,2.0,21.0,30.0,49.8,2.8,0.7,0.0,3521253.0,-0.105,0.048,-0.006,295.1,32.64,20.73
p1,381,2020.0,10.0,2.0,21.0,30.0,49.9,2.8,0.7,0.0,3521254.0,-0.106,0.048,-0.006,295.1,32.63,20.7
p1,382,2020.0,10.0,2.0,21.0,30.0,50.0,2.8,0.7,0.0,3521255.0,-0.34,-0.124,-0.016,295.0,32.63,20.7
p1,383,2020.0,10.0,2.0,21.0,30.0,50.1,2.8,0.7,0.0,3521256.0,-0.34,-0.124,-0.016,295.0,32.63,20.7
p1,384,2020.0,10.0,2.0,21.0,30.0,50.2,2.8,0.7,0.0,3521257.0,-0.18899999999999997,0.009000000000000001,0.054000000000000006,295.1,32.63,20.7
p1,385,2020.0,10.0,2.0,21.0,30.0,50.3,2.8,0.7,0.0,3521258.0,-0.188,0.009000000000000001,0.054000000000000006,295.1,32.63,20.7
p1,386,2020.0,10.0,2.0,21.0,30.0,50.4,2.8,0.7,0.0,3521259.0,-0.18899999999999997,0.009000000000000001,0.054000000000000006,295.1,32.63,20.7
p1,387,2020.0,10.0,2.0,21.0,30.0,50.5,2.8,0.7,0.0,3521260.0,-0.067,0.057999999999999996,0.11800000000000001,295.1,32.63,20.7
p1,388,2020.0,10.0,2.0,21.0,30.0,50.6,2.8,0.7,0.0,3521261.0,-0.066,0.057999999999999996,0.11800000000000001,295.1,32.63,20.7
p1,389,2020.0,10.0,2.0,21.0,30.0,50.7,2.8,0.7,0.0,3521262.0,0.012,-0.040999999999999995,0.16699999999999998,295.3,32.63,20.7
p1,390,2020.0,10.0,2.0,21.0,30.0,50.8,2.8,0.7,0.0,3521263.0,0.012,-0.040999999999999995,0.166,295.3,32.63,20.7
p1,391,2020.0,10.0,2.0,21.0,30.0,50.9,2.8,0.7,0.0,3521264.0,0.012,-0.040999999999999995,0.166,295.3,32.63,20.7
p1,392,2020.0,10.0,2.0,21.0,30.0,51.0,2.8,0.7,0.0,3521265.0,0.032,-0.002,0.11800000000000001,295.5,32.67,20.7
p1,393,2020.0,10.0,2.0,21.0,30.0,51.1,2.8,0.7,0.0,3521266.0,0.032,-0.002,0.11800000000000001,295.5,32.63,20.7
p1,394,2020.0,10.0,2.0,21.0,30.0,51.2,2.8,0.7,0.0,3521267.0,-0.017,-0.124,0.11800000000000001,295.7,32.63,20.7
p1,395,2020.0,10.0,2.0,21.0,30.0,51.3,2.8,0.7,0.0,3521268.0,-0.017,-0.124,0.11800000000000001,295.7,32.63,20.7
p1,396,2020.0,10.0,2.0,21.0,30.0,51.4,2.8,0.7,0.0,3521269.0,-0.018000000000000002,-0.124,0.11699999999999999,295.7,32.63,20.7
p1,397,2020.0,10.0,2.0,21.0,30.0,51.5,2.8,0.7,0.0,3521270.0,-0.047,-0.051,0.07400000000000001,295.7,32.63,20.7
p1,398,2020.0,10.0,2.0,21.0,30.0,51.6,2.8,0.7,0.0,3521271.0,-0.047,-0.051,0.07400000000000001,295.7,32.63,20.7
p1,399,2020.0,10.0,2.0,21.0,30.0,51.7,2.8,0.7,0.0,3521272.0,-0.027000000000000003,-0.08,0.09300000000000001,295.8,32.63,20.7
p1,400,2020.0,10.0,2.0,21.0,30.0,51.8,2.8,0.7,0.0,3521273.0,-0.027000000000000003,-0.08,0.09300000000000001,295.8,32.63,20.7
p1,401,2020.0,10.0,2.0,21.0,30.0,51.9,2.8,0.7,0.0,3521274.0,-0.027999999999999997,-0.08,0.09300000000000001,295.8,32.63,20.7
p1,402,2020.0,10.0,2.0,21.0,30.0,52.0,2.8,0.7,0.0,3521275.0,-0.027000000000000003,-0.08,0.09300000000000001,295.8,32.63,20.7
p1,403,2020.0,10.0,2.0,21.0,30.0,52.1,2.8,0.7,0.0,3521276.0,-0.027000000000000003,-0.08,0.09300000000000001,295.8,32.63,20.7
p1,404,2020.0,10.0,2.0,21.0,30.0,52.2,2.8,0.7,0.0,3521277.0,-0.008,-0.002,0.07400000000000001,295.6,32.63,20.7
p1,405,2020.0,10.0,2.0,21.0,30.0,52.3,2.8,0.7,0.0,3521278.0,-0.008,-0.002,0.07400000000000001,295.6,32.66,20.75
p1,406,2020.0,10.0,2.0,21.0,30.0,52.4,2.8,0.7,0.0,3521279.0,-0.008,-0.002,0.07400000000000001,295.6,32.63,20.7
p1,407,2020.0,10.0,2.0,21.0,30.0,52.5,2.8,0.7,0.0,3521280.0,0.032,-0.002,0.044000000000000004,295.5,32.63,20.7
p1,408,2020.0,10.0,2.0,21.0,30.0,52.6,2.8,0.7,0.0,3521281.0,0.032,-0.002,0.044000000000000004,295.5,32.63,20.7
p1,409,2020.0,10.0,2.0,21.0,30.0,52.7,2.8,0.7,0.0,3521282.0,0.013000000000000001,0.009000000000000001,0.025,295.5,32.63,20.7
p1,410,2020.0,10.0,2.0,21.0,30.0,52.8,2.8,0.7,0.0,3521283.0,0.012,0.009000000000000001,0.025,295.5,32.63,20.7
p1,411,2020.0,10.0,2.0,21.0,30.0,52.9,2.8,0.7,0.0,3521284.0,0.012,0.009000000000000001,0.025,295.5,32.63,20.7
p1,412,2020.0,10.0,2.0,21.0,30.0,53.0,2.8,0.7,0.0,3521285.0,0.012,-0.040999999999999995,0.025,295.3,32.63,20.7
p1,413,2020.0,10.0,2.0,21.0,30.0,53.1,2.8,0.7,0.0,3521286.0,0.012,-0.040999999999999995,0.025,295.3,32.63,20.7
p1,414,2020.0,10.0,2.0,21.0,30.0,53.2,2.8,0.7,0.0,3521287.0,0.012,-0.040999999999999995,0.025,295.3,32.63,20.7
p1,415,2020.0,10.0,2.0,21.0,30.0,53.3,2.8,0.7,0.0,3521288.0,0.013000000000000001,-0.040999999999999995,0.025,295.3,32.63,20.7
p1,416,2020.0,10.0,2.0,21.0,30.0,53.4,2.8,0.7,0.0,3521289.0,0.012,-0.040999999999999995,0.025,295.3,32.63,20.7
p1,417,2020.0,10.0,2.0,21.0,30.0,53.5,2.8,0.7,0.0,3521290.0,0.012,-0.040999999999999995,0.025,295.3,32.64,20.7
p1,418,2020.0,10.0,2.0,21.0,30.0,53.6,2.8,0.7,0.0,3521291.0,0.012,-0.040999999999999995,0.025,295.3,32.63,20.7
p1,419,2020.0,10.0,2.0,21.0,30.0,53.7,2.8,0.7,0.0,3521292.0,0.013000000000000001,-0.040999999999999995,0.025,295.3,32.63,20.7
p1,420,2020.0,10.0,2.0,21.0,30.0,53.8,2.8,0.7,0.0,3521293.0,0.012,-0.040999999999999995,0.025,295.3,32.63,20.7
p1,421,2020.0,10.0,2.0,21.0,30.0,53.9,2.8,0.7,0.0,3521294.0,0.012,-0.040999999999999995,0.025,295.3,32.63,20.7
p1,422,2020.0,10.0,2.0,21.0,30.0,54.0,2.8,0.7,0.0,3521295.0,0.071,-0.002,0.015,295.3,32.63,20.7
p1,423,2020.0,10.0,2.0,21.0,30.0,54.1,2.8,0.7,0.0,3521296.0,0.071,-0.002,0.015,295.3,32.63,20.7
p1,424,2020.0,10.0,2.0,21.0,30.0,54.2,2.8,0.7,0.0,3521297.0,0.032,-0.002,0.044000000000000004,295.3,32.63,20.7
p1,425,2020.0,10.0,2.0,21.0,30.0,54.3,2.8,0.7,0.0,3521298.0,0.032,-0.002,0.045,295.3,32.63,20.7
p1,426,2020.0,10.0,2.0,21.0,30.0,54.4,2.8,0.7,0.0,3521299.0,0.032,-0.002,0.044000000000000004,295.3,32.63,20.7
p1,427,2020.0,10.0,2.0,21.0,30.0,54.5,2.8,0.7,0.0,3521300.0,0.013000000000000001,0.009000000000000001,0.025,295.3,32.63,20.7
p1,428,2020.0,10.0,2.0,21.0,30.0,54.6,2.8,0.7,0.0,3521301.0,0.012,0.009000000000000001,0.025,295.3,32.63,20.7
p1,429,2020.0,10.0,2.0,21.0,30.0,54.7,2.8,0.7,0.0,3521302.0,-0.006999999999999999,-0.002,-0.006,295.3,32.63,20.7
p1,430,2020.0,10.0,2.0,21.0,30.0,54.8,2.8,0.7,0.0,3521303.0,-0.008,-0.002,-0.006,295.3,32.66,20.76
p1,431,2020.0,10.0,2.0,21.0,30.0,54.9,2.8,0.7,0.0,3521304.0,-0.008,-0.002,-0.006,295.3,32.63,20.7
p1,432,2020.0,10.0,2.0,21.0,30.0,55.0,2.8,0.7,0.0,3521305.0,-0.008,-0.002,-0.006,295.3,32.63,20.7
p1,433,2020.0,10.0,2.0,21.0,30.0,55.1,2.8,0.7,0.0,3521306.0,-0.008,-0.002,-0.006,295.3,32.63,20.7
p1,434,2020.0,10.0,2.0,21.0,30.0,55.2,2.8,0.7,0.0,3521307.0,-0.008,-0.002,-0.006,295.3,32.63,20.7
p1,435,2020.0,10.0,2.0,21.0,30.0,55.3,2.8,0.7,0.0,3521308.0,-0.008,-0.002,-0.006,295.3,32.63,20.7
p1,436,2020.0,10.0,2.0,21.0,30.0,55.4,2.8,0.7,0.0,3521309.0,-0.008,-0.002,-0.006,295.3,32.63,20.7
p1,437,2020.0,10.0,2.0,21.0,30.0,55.5,2.8,0.7,0.0,3521310.0,-0.006999999999999999,-0.002,-0.006,295.3,32.63,20.7
