,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,343,2020.0,10.0,2.0,19.0,30.0,54.5,2.8,0.7,0.0,3452141.0,-0.066,-0.201,-0.006,295.5,33.88,21.06
p1,344,2020.0,10.0,2.0,19.0,30.0,54.6,2.8,0.7,0.0,3452142.0,-0.066,-0.20199999999999999,-0.006,295.5,33.87,21.05
p1,345,2020.0,10.0,2.0,19.0,30.0,54.7,2.8,0.7,0.0,3452143.0,-0.065,-0.20199999999999999,-0.006,295.5,33.85,21.06
p1,346,2020.0,10.0,2.0,19.0,30.0,54.8,2.8,0.7,0.0,3452144.0,-0.067,-0.20199999999999999,-0.005,295.5,33.86,21.07
p1,347,2020.0,10.0,2.0,19.0,30.0,54.9,2.8,0.7,0.0,3452145.0,-0.067,-0.20199999999999999,-0.006,295.5,33.88,21.07
p1,348,2020.0,10.0,2.0,19.0,30.0,55.0,2.8,0.7,0.0,3452146.0,-0.066,-0.20199999999999999,-0.006,295.5,33.88,21.06
p1,349,2020.0,10.0,2.0,19.0,30.0,55.1,2.8,0.7,0.0,3452147.0,-0.066,-0.20199999999999999,-0.006,295.5,33.88,21.05
p1,350,2020.0,10.0,2.0,19.0,30.0,55.2,2.8,0.7,0.0,3452148.0,-0.006999999999999999,-0.20199999999999999,-0.015,295.5,33.86,21.07
p1,351,2020.0,10.0,2.0,19.0,30.0,55.3,2.8,0.7,0.0,3452149.0,-0.008,-0.20199999999999999,-0.015,295.5,33.86,21.08
p1,352,2020.0,10.0,2.0,19.0,30.0,55.4,2.8,0.7,0.0,3452150.0,-0.008,-0.20199999999999999,-0.016,295.5,33.88,21.07
p1,353,2020.0,10.0,2.0,19.0,30.0,55.5,2.8,0.7,0.0,3452151.0,-0.006999999999999999,-0.20199999999999999,-0.016,295.5,33.88,21.09
p1,354,2020.0,10.0,2.0,19.0,30.0,55.6,2.8,0.7,0.0,3452152.0,-0.006999999999999999,-0.201,-0.017,295.5,33.88,21.04
p1,355,2020.0,10.0,2.0,19.0,30.0,55.7,2.8,0.7,0.0,3452153.0,-0.008,-0.20199999999999999,-0.013999999999999999,295.5,33.87,21.07
p1,356,2020.0,10.0,2.0,19.0,30.0,55.8,2.8,0.7,0.0,3452154.0,-0.008,-0.20199999999999999,-0.016,295.5,33.87,21.06
p1,357,2020.0,10.0,2.0,19.0,30.0,55.9,2.8,0.7,0.0,3452155.0,-0.008,-0.032,-0.016,295.5,33.87,21.06
p1,358,2020.0,10.0,2.0,19.0,30.0,56.0,2.8,0.7,0.0,3452156.0,-0.008,-0.032,-0.016,295.5,33.87,21.06
p1,359,2020.0,10.0,2.0,19.0,30.0,56.1,2.8,0.7,0.0,3452157.0,-0.008,-0.031,-0.016,295.5,33.87,21.06
p1,360,2020.0,10.0,2.0,19.0,30.0,56.2,2.8,0.7,0.0,3452158.0,-0.008,0.009000000000000001,-0.016,295.6,33.87,21.06
p1,361,2020.0,10.0,2.0,19.0,30.0,56.3,2.8,0.7,0.0,3452159.0,-0.008,0.009000000000000001,-0.016,295.6,33.87,21.06
p1,362,2020.0,10.0,2.0,19.0,30.0,56.4,2.8,0.7,0.0,3452160.0,-0.008,0.009000000000000001,-0.016,295.6,33.87,21.06
p1,363,2020.0,10.0,2.0,19.0,30.0,56.5,2.8,0.7,0.0,3452161.0,-0.008,0.008,-0.016,295.6,33.87,21.06
p1,364,2020.0,10.0,2.0,19.0,30.0,56.6,2.8,0.7,0.0,3452162.0,-0.008,0.008,-0.016,295.6,33.87,21.06
p1,365,2020.0,10.0,2.0,19.0,30.0,56.7,2.8,0.7,0.0,3452163.0,-0.008,0.009000000000000001,-0.016,295.6,33.92,21.06
p1,366,2020.0,10.0,2.0,19.0,30.0,56.8,2.8,0.7,0.0,3452164.0,-0.008,0.009000000000000001,-0.016,295.6,33.87,21.06
p1,367,2020.0,10.0,2.0,19.0,30.0,56.9,2.8,0.7,0.0,3452165.0,-0.008,0.008,-0.016,295.6,33.87,21.06
p1,368,2020.0,10.0,2.0,19.0,30.0,57.0,2.8,0.7,0.0,3452166.0,-0.008,0.008,-0.016,295.6,33.87,21.06
p1,369,2020.0,10.0,2.0,19.0,30.0,57.1,2.8,0.7,0.0,3452167.0,-0.008,0.008,-0.016,295.6,33.87,21.06
p1,370,2020.0,10.0,2.0,19.0,30.0,57.2,2.8,0.7,0.0,3452168.0,-0.008,0.009000000000000001,-0.016,295.6,33.87,21.06
p1,371,2020.0,10.0,2.0,19.0,30.0,57.3,2.8,0.7,0.0,3452169.0,-0.008,0.009000000000000001,-0.016,295.6,33.87,21.06
p1,372,2020.0,10.0,2.0,19.0,30.0,57.4,2.8,0.7,0.0,3452170.0,-0.008,0.008,-0.016,295.6,33.87,21.06
p1,373,2020.0,10.0,2.0,19.0,30.0,57.5,2.8,0.7,0.0,3452171.0,-0.008,0.008,-0.016,295.6,33.87,21.06
p1,374,2020.0,10.0,2.0,19.0,30.0,57.6,2.8,0.7,0.0,3452172.0,-0.008,0.008,-0.016,295.6,33.87,21.06
p1,375,2020.0,10.0,2.0,19.0,30.0,57.7,2.8,0.7,0.0,3452173.0,-0.008,0.008,-0.016,295.6,33.87,21.06
p1,376,2020.0,10.0,2.0,19.0,30.0,57.8,2.8,0.7,0.0,3452174.0,-0.008,0.009000000000000001,-0.016,295.6,33.87,21.06
p1,377,2020.0,10.0,2.0,19.0,30.0,57.9,2.8,0.7,0.0,3452175.0,-0.008,0.009000000000000001,-0.016,295.6,33.87,21.06
p1,378,2020.0,10.0,2.0,19.0,30.0,58.0,2.8,0.7,0.0,3452176.0,-0.008,0.009000000000000001,-0.016,295.6,33.9,21.09
p1,379,2020.0,10.0,2.0,19.0,30.0,58.1,2.8,0.7,0.0,3452177.0,-0.008,0.008,-0.016,295.6,33.87,21.06
p1,380,2020.0,10.0,2.0,19.0,30.0,58.2,2.8,0.7,0.0,3452178.0,-0.047,0.008,-0.006,295.5,33.87,21.06
p1,381,2020.0,10.0,2.0,19.0,30.0,58.3,2.8,0.7,0.0,3452179.0,-0.047,0.009000000000000001,-0.006,295.5,33.87,21.06
p1,382,2020.0,10.0,2.0,19.0,30.0,58.4,2.8,0.7,0.0,3452180.0,-0.047,0.009000000000000001,-0.006,295.5,33.87,21.06
p1,383,2020.0,10.0,2.0,19.0,30.0,58.5,2.8,0.7,0.0,3452181.0,-0.047,0.009000000000000001,-0.006,295.5,33.87,21.06
p1,384,2020.0,10.0,2.0,19.0,30.0,58.6,2.8,0.7,0.0,3452182.0,-0.047,0.009000000000000001,-0.006,295.5,33.87,21.06
p1,385,2020.0,10.0,2.0,19.0,30.0,58.7,2.8,0.7,0.0,3452183.0,-0.047,0.009000000000000001,-0.006,295.5,33.87,21.06
