,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,290,2020.0,10.0,2.0,23.0,30.0,33.4,2.8,0.7,0.0,3591847.0,-0.038,-0.153,-0.005,294.8,33.68,20.11
p1,291,2020.0,10.0,2.0,23.0,30.0,33.5,2.8,0.7,0.0,3591848.0,-0.037000000000000005,-0.154,-0.005,294.8,33.7,20.11
p1,292,2020.0,10.0,2.0,23.0,30.0,33.6,2.8,0.7,0.0,3591849.0,-0.037000000000000005,-0.153,-0.005,294.8,33.7,20.1
p1,293,2020.0,10.0,2.0,23.0,30.0,33.7,2.8,0.7,0.0,3591850.0,-0.037000000000000005,-0.152,-0.006,294.8,33.7,20.09
p1,294,2020.0,10.0,2.0,23.0,30.0,33.8,2.8,0.7,0.0,3591851.0,-0.036000000000000004,-0.154,-0.006,294.8,33.68,20.1
p1,295,2020.0,10.0,2.0,23.0,30.0,33.9,2.8,0.7,0.0,3591852.0,-0.036000000000000004,-0.153,-0.005,294.8,33.68,20.11
p1,296,2020.0,10.0,2.0,23.0,30.0,34.0,2.8,0.7,0.0,3591853.0,-0.038,-0.153,-0.005,294.8,33.7,20.11
p1,297,2020.0,10.0,2.0,23.0,30.0,34.1,2.8,0.7,0.0,3591854.0,-0.006999999999999999,-0.153,-0.006,294.8,33.7,20.11
p1,298,2020.0,10.0,2.0,23.0,30.0,34.2,2.8,0.7,0.0,3591855.0,-0.008,-0.152,-0.006,294.8,33.71,20.09
p1,299,2020.0,10.0,2.0,23.0,30.0,34.3,2.8,0.7,0.0,3591856.0,-0.008,-0.154,-0.006,294.8,33.69,20.09
p1,300,2020.0,10.0,2.0,23.0,30.0,34.4,2.8,0.7,0.0,3591857.0,-0.006999999999999999,-0.153,-0.005,294.8,33.68,20.11
p1,301,2020.0,10.0,2.0,23.0,30.0,34.5,2.8,0.7,0.0,3591858.0,-0.008,-0.153,-0.006,294.8,33.69,20.11
p1,302,2020.0,10.0,2.0,23.0,30.0,34.6,2.8,0.7,0.0,3591859.0,-0.006999999999999999,-0.153,-0.006,294.8,33.7,20.11
