,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,343,2020.0,10.0,3.0,6.0,30.0,41.5,2.8,0.7,0.0,3842121.0,-0.047,-0.124,0.064,293.2,32.6,18.74
p1,344,2020.0,10.0,3.0,6.0,30.0,41.6,2.8,0.7,0.0,3842122.0,-0.047,-0.124,0.064,293.2,32.6,18.72
p1,345,2020.0,10.0,3.0,6.0,30.0,41.7,2.8,0.7,0.0,3842123.0,-0.047,-0.124,0.064,293.2,32.6,18.72
p1,346,2020.0,10.0,3.0,6.0,30.0,41.8,2.8,0.7,0.0,3842124.0,-0.006999999999999999,-0.114,0.035,293.2,32.6,18.7
p1,347,2020.0,10.0,3.0,6.0,30.0,41.9,2.8,0.7,0.0,3842125.0,-0.006,-0.114,0.034,293.2,32.57,18.7
p1,348,2020.0,10.0,3.0,6.0,30.0,42.0,2.8,0.7,0.0,3842126.0,0.004,-0.114,0.006,293.1,32.58,18.74
p1,349,2020.0,10.0,3.0,6.0,30.0,42.1,2.8,0.7,0.0,3842127.0,0.002,-0.114,0.005,293.1,32.59,18.72
p1,350,2020.0,10.0,3.0,6.0,30.0,42.2,2.8,0.7,0.0,3842128.0,0.002,-0.114,0.005,293.1,32.59,18.72
p1,351,2020.0,10.0,3.0,6.0,30.0,42.3,2.8,0.7,0.0,3842129.0,-0.008,0.038,-0.006,293.1,32.59,18.72
p1,352,2020.0,10.0,3.0,6.0,30.0,42.4,2.8,0.7,0.0,3842130.0,-0.008,0.038,-0.006,293.1,32.59,18.72
p1,353,2020.0,10.0,3.0,6.0,30.0,42.5,2.8,0.7,0.0,3842131.0,-0.008,0.048,0.07400000000000001,293.2,32.59,18.72
p1,354,2020.0,10.0,3.0,6.0,30.0,42.6,2.8,0.7,0.0,3842132.0,-0.008,0.048,0.07400000000000001,293.2,32.59,18.72
p1,355,2020.0,10.0,3.0,6.0,30.0,42.7,2.8,0.7,0.0,3842133.0,-0.008,0.048,0.07400000000000001,293.2,32.64,18.76
p1,356,2020.0,10.0,3.0,6.0,30.0,42.8,2.8,0.7,0.0,3842134.0,-0.018000000000000002,0.038,0.005,293.4,32.59,18.72
p1,357,2020.0,10.0,3.0,6.0,30.0,42.9,2.8,0.7,0.0,3842135.0,-0.018000000000000002,0.038,0.005,293.4,32.59,18.72
p1,358,2020.0,10.0,3.0,6.0,30.0,43.0,2.8,0.7,0.0,3842136.0,-0.018000000000000002,0.038,0.005,293.4,32.59,18.72
p1,359,2020.0,10.0,3.0,6.0,30.0,43.1,2.8,0.7,0.0,3842137.0,-0.018000000000000002,0.038,0.005,293.4,32.59,18.72
p1,360,2020.0,10.0,3.0,6.0,30.0,43.2,2.8,0.7,0.0,3842138.0,-0.018000000000000002,0.038,0.006,293.4,32.59,18.72
p1,361,2020.0,10.0,3.0,6.0,30.0,43.3,2.8,0.7,0.0,3842139.0,-0.018000000000000002,0.038,0.005,293.4,32.59,18.72
p1,362,2020.0,10.0,3.0,6.0,30.0,43.4,2.8,0.7,0.0,3842140.0,-0.018000000000000002,0.038,0.005,293.4,32.59,18.72
p1,363,2020.0,10.0,3.0,6.0,30.0,43.5,2.8,0.7,0.0,3842141.0,-0.008,0.087,-0.016,293.4,32.59,18.72
p1,364,2020.0,10.0,3.0,6.0,30.0,43.6,2.8,0.7,0.0,3842142.0,-0.008,0.087,-0.016,293.4,32.59,18.72
p1,365,2020.0,10.0,3.0,6.0,30.0,43.7,2.8,0.7,0.0,3842143.0,-0.008,0.087,-0.016,293.4,32.59,18.72
p1,366,2020.0,10.0,3.0,6.0,30.0,43.8,2.8,0.7,0.0,3842144.0,0.022000000000000002,0.038,-0.006,293.4,32.59,18.72
p1,367,2020.0,10.0,3.0,6.0,30.0,43.9,2.8,0.7,0.0,3842145.0,0.022000000000000002,0.038,-0.006,293.4,32.59,18.72
p1,368,2020.0,10.0,3.0,6.0,30.0,44.0,2.8,0.7,0.0,3842146.0,-0.008,0.038,-0.006,293.4,32.59,18.75
p1,369,2020.0,10.0,3.0,6.0,30.0,44.1,2.8,0.7,0.0,3842147.0,-0.008,0.038,-0.006,293.4,32.59,18.72
p1,370,2020.0,10.0,3.0,6.0,30.0,44.2,2.8,0.7,0.0,3842148.0,-0.008,0.038,-0.006,293.4,32.59,18.72
p1,371,2020.0,10.0,3.0,6.0,30.0,44.3,2.8,0.7,0.0,3842149.0,-0.018000000000000002,0.038,0.006,293.4,32.59,18.72
p1,372,2020.0,10.0,3.0,6.0,30.0,44.4,2.8,0.7,0.0,3842150.0,-0.018000000000000002,0.038,0.005,293.4,32.59,18.72
p1,373,2020.0,10.0,3.0,6.0,30.0,44.5,2.8,0.7,0.0,3842151.0,-0.018000000000000002,0.038,0.005,293.4,32.59,18.72
p1,374,2020.0,10.0,3.0,6.0,30.0,44.6,2.8,0.7,0.0,3842152.0,-0.018000000000000002,0.038,0.005,293.4,32.59,18.72
p1,375,2020.0,10.0,3.0,6.0,30.0,44.7,2.8,0.7,0.0,3842153.0,-0.018000000000000002,0.038,0.006,293.4,32.59,18.72
p1,376,2020.0,10.0,3.0,6.0,30.0,44.8,2.8,0.7,0.0,3842154.0,-0.018000000000000002,0.038,0.006,293.4,32.59,18.72
p1,377,2020.0,10.0,3.0,6.0,30.0,44.9,2.8,0.7,0.0,3842155.0,-0.018000000000000002,0.038,0.005,293.4,32.59,18.72
p1,378,2020.0,10.0,3.0,6.0,30.0,45.0,2.8,0.7,0.0,3842156.0,-0.018000000000000002,0.038,0.005,293.4,32.59,18.72
p1,379,2020.0,10.0,3.0,6.0,30.0,45.1,2.8,0.7,0.0,3842157.0,-0.018000000000000002,0.038,0.005,293.4,32.59,18.72
p1,380,2020.0,10.0,3.0,6.0,30.0,45.2,2.8,0.7,0.0,3842158.0,-0.018000000000000002,0.038,0.005,293.4,32.65,18.74
p1,381,2020.0,10.0,3.0,6.0,30.0,45.3,2.8,0.7,0.0,3842159.0,-0.018000000000000002,0.038,0.005,293.4,32.59,18.72
p1,382,2020.0,10.0,3.0,6.0,30.0,45.4,2.8,0.7,0.0,3842160.0,-0.018000000000000002,0.038,0.005,293.4,32.58,18.72
p1,383,2020.0,10.0,3.0,6.0,30.0,45.5,2.8,0.7,0.0,3842161.0,-0.018000000000000002,0.038,0.005,293.4,32.58,18.72
p1,384,2020.0,10.0,3.0,6.0,30.0,45.6,2.8,0.7,0.0,3842162.0,-0.018000000000000002,0.038,0.005,293.4,32.58,18.72
p1,385,2020.0,10.0,3.0,6.0,30.0,45.7,2.8,0.7,0.0,3842163.0,-0.018000000000000002,0.038,0.005,293.4,32.57,18.72
p1,386,2020.0,10.0,3.0,6.0,30.0,45.8,2.8,0.7,0.0,3842164.0,-0.008,0.009000000000000001,0.044000000000000004,293.3,32.57,18.72
p1,387,2020.0,10.0,3.0,6.0,30.0,45.9,2.8,0.7,0.0,3842165.0,-0.008,0.009000000000000001,0.044000000000000004,293.3,32.57,18.72
p1,388,2020.0,10.0,3.0,6.0,30.0,46.0,2.8,0.7,0.0,3842166.0,-0.018000000000000002,0.077,0.054000000000000006,293.2,32.57,18.72
p1,389,2020.0,10.0,3.0,6.0,30.0,46.1,2.8,0.7,0.0,3842167.0,-0.018000000000000002,0.077,0.054000000000000006,293.2,32.57,18.72
p1,390,2020.0,10.0,3.0,6.0,30.0,46.2,2.8,0.7,0.0,3842168.0,-0.018000000000000002,0.077,0.054000000000000006,293.2,32.57,18.72
p1,391,2020.0,10.0,3.0,6.0,30.0,46.3,2.8,0.7,0.0,3842169.0,-0.027000000000000003,0.038,0.025,293.2,32.57,18.72
p1,392,2020.0,10.0,3.0,6.0,30.0,46.4,2.8,0.7,0.0,3842170.0,-0.027000000000000003,0.038,0.025,293.2,32.57,18.72
p1,393,2020.0,10.0,3.0,6.0,30.0,46.5,2.8,0.7,0.0,3842171.0,-0.008,0.009000000000000001,0.044000000000000004,293.2,32.58,18.75
p1,394,2020.0,10.0,3.0,6.0,30.0,46.6,2.8,0.7,0.0,3842172.0,-0.008,0.009000000000000001,0.044000000000000004,293.2,32.57,18.72
