,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,290,2020.0,10.0,8.0,13.0,0.0,54.7,2.8,0.7,0.0,8174589.0,-0.016,-0.27899999999999997,0.17600000000000002,297.0,32.03,22.72
p1,291,2020.0,10.0,8.0,13.0,0.0,54.8,2.8,0.7,0.0,8174590.0,-0.018000000000000002,-0.28,0.18600000000000003,296.9,32.06,22.76
p1,292,2020.0,10.0,8.0,13.0,0.0,54.9,2.8,0.7,0.0,8174591.0,-0.018000000000000002,-0.281,0.18600000000000003,296.9,32.03,22.73
p1,293,2020.0,10.0,8.0,13.0,0.0,55.0,2.8,0.7,0.0,8174592.0,0.203,-0.33399999999999996,0.11699999999999999,296.9,32.04,22.72
p1,294,2020.0,10.0,8.0,13.0,0.0,55.1,2.8,0.7,0.0,8174593.0,0.203,-0.33399999999999996,0.11800000000000001,296.9,32.02,22.73
p1,295,2020.0,10.0,8.0,13.0,0.0,55.2,2.8,0.7,0.0,8174594.0,0.20199999999999999,-0.33399999999999996,0.11800000000000001,296.9,32.03,22.73
p1,296,2020.0,10.0,8.0,13.0,0.0,55.3,2.8,0.7,0.0,8174595.0,0.42200000000000004,-0.43200000000000005,-0.128,296.9,32.04,22.72
p1,297,2020.0,10.0,8.0,13.0,0.0,55.4,2.8,0.7,0.0,8174596.0,0.423,-0.43200000000000005,-0.128,296.9,32.03,22.72
p1,298,2020.0,10.0,8.0,13.0,0.0,55.5,2.8,0.7,0.0,8174597.0,0.134,-0.71,-0.245,297.2,32.02,22.73
p1,299,2020.0,10.0,8.0,13.0,0.0,55.6,2.8,0.7,0.0,8174598.0,0.134,-0.71,-0.24600000000000002,297.2,32.03,22.73
p1,300,2020.0,10.0,8.0,13.0,0.0,55.7,2.8,0.7,0.0,8174599.0,0.134,-0.71,-0.245,297.2,32.04,22.72
p1,301,2020.0,10.0,8.0,13.0,0.0,55.8,2.8,0.7,0.0,8174600.0,0.134,-0.42200000000000004,-0.33799999999999997,296.8,32.02,22.73
p1,302,2020.0,10.0,8.0,13.0,0.0,55.9,2.8,0.7,0.0,8174601.0,0.134,-0.42200000000000004,-0.33799999999999997,296.8,32.03,22.73
p1,303,2020.0,10.0,8.0,13.0,0.0,56.0,2.8,0.7,0.0,8174602.0,0.212,-0.47100000000000003,-0.19699999999999998,296.7,32.07,22.73
p1,304,2020.0,10.0,8.0,13.0,0.0,56.1,2.8,0.7,0.0,8174603.0,0.212,-0.47,-0.196,296.7,32.03,22.71
p1,305,2020.0,10.0,8.0,13.0,0.0,56.2,2.8,0.7,0.0,8174604.0,0.212,-0.47100000000000003,-0.196,296.7,32.01,22.73
p1,306,2020.0,10.0,8.0,13.0,0.0,56.3,2.8,0.7,0.0,8174605.0,0.251,-0.452,-0.026000000000000002,296.7,32.03,22.73
p1,307,2020.0,10.0,8.0,13.0,0.0,56.4,2.8,0.7,0.0,8174606.0,0.251,-0.451,-0.026000000000000002,296.7,32.04,22.72
p1,308,2020.0,10.0,8.0,13.0,0.0,56.5,2.8,0.7,0.0,8174607.0,0.07200000000000001,-0.574,-0.065,296.8,32.03,22.72
p1,309,2020.0,10.0,8.0,13.0,0.0,56.6,2.8,0.7,0.0,8174608.0,0.071,-0.574,-0.064,296.8,32.02,22.73
p1,310,2020.0,10.0,8.0,13.0,0.0,56.7,2.8,0.7,0.0,8174609.0,0.07,-0.574,-0.065,296.8,32.03,22.73
p1,311,2020.0,10.0,8.0,13.0,0.0,56.8,2.8,0.7,0.0,8174610.0,-0.28600000000000003,-0.613,0.09300000000000001,296.8,32.04,22.72
p1,312,2020.0,10.0,8.0,13.0,0.0,56.9,2.8,0.7,0.0,8174611.0,-0.28600000000000003,-0.613,0.09300000000000001,296.8,32.02,22.72
p1,313,2020.0,10.0,8.0,13.0,0.0,57.0,2.8,0.7,0.0,8174612.0,-0.16899999999999998,-0.49,0.084,296.8,32.02,22.73
p1,314,2020.0,10.0,8.0,13.0,0.0,57.1,2.8,0.7,0.0,8174613.0,-0.16899999999999998,-0.49,0.083,296.8,32.03,22.73
p1,315,2020.0,10.0,8.0,13.0,0.0,57.2,2.8,0.7,0.0,8174614.0,-0.16899999999999998,-0.49,0.083,296.8,32.04,22.72
p1,316,2020.0,10.0,8.0,13.0,0.0,57.3,2.8,0.7,0.0,8174615.0,0.115,-0.212,0.18600000000000003,296.9,32.05,22.78
p1,317,2020.0,10.0,8.0,13.0,0.0,57.4,2.8,0.7,0.0,8174616.0,0.115,-0.212,0.18600000000000003,296.9,32.02,22.73
p1,318,2020.0,10.0,8.0,13.0,0.0,57.5,2.8,0.7,0.0,8174617.0,0.124,-0.125,0.11699999999999999,296.9,32.03,22.73
p1,319,2020.0,10.0,8.0,13.0,0.0,57.6,2.8,0.7,0.0,8174618.0,0.124,-0.124,0.11699999999999999,296.9,32.04,22.72
p1,320,2020.0,10.0,8.0,13.0,0.0,57.7,2.8,0.7,0.0,8174619.0,0.125,-0.124,0.11699999999999999,296.9,32.02,22.73
p1,321,2020.0,10.0,8.0,13.0,0.0,57.8,2.8,0.7,0.0,8174620.0,0.051,-0.099,-0.006,297.1,32.03,22.73
p1,322,2020.0,10.0,8.0,13.0,0.0,57.9,2.8,0.7,0.0,8174621.0,0.051,-0.1,-0.006,297.1,32.03,22.73
p1,323,2020.0,10.0,8.0,13.0,0.0,58.0,2.8,0.7,0.0,8174622.0,0.002,-0.114,0.005,297.2,32.04,22.72
p1,324,2020.0,10.0,8.0,13.0,0.0,58.1,2.8,0.7,0.0,8174623.0,0.003,-0.114,0.005,297.2,32.01,22.73
