,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,483,2020.0,10.0,2.0,15.0,31.0,37.2,2.8,0.7,0.0,3309202.0,0.022000000000000002,-0.124,0.094,296.4,34.41,21.86
p1,484,2020.0,10.0,2.0,15.0,31.0,37.3,2.8,0.7,0.0,3309203.0,0.022000000000000002,-0.124,0.094,296.4,34.43,21.86
p1,485,2020.0,10.0,2.0,15.0,31.0,37.4,2.8,0.7,0.0,3309204.0,0.042,-0.163,0.11800000000000001,296.3,34.44,21.86
p1,486,2020.0,10.0,2.0,15.0,31.0,37.5,2.8,0.7,0.0,3309205.0,0.042,-0.163,0.11800000000000001,296.3,34.45,21.86
p1,487,2020.0,10.0,2.0,15.0,31.0,37.6,2.8,0.7,0.0,3309206.0,0.042,-0.163,0.138,296.3,34.45,21.86
p1,488,2020.0,10.0,2.0,15.0,31.0,37.7,2.8,0.7,0.0,3309207.0,0.061,-0.114,0.13699999999999998,296.3,34.46,21.86
p1,489,2020.0,10.0,2.0,15.0,31.0,37.8,2.8,0.7,0.0,3309208.0,0.061,-0.114,0.13699999999999998,296.3,34.46,21.86
p1,490,2020.0,10.0,2.0,15.0,31.0,37.9,2.8,0.7,0.0,3309209.0,0.081,-0.17300000000000001,0.084,296.2,34.46,21.86
p1,491,2020.0,10.0,2.0,15.0,31.0,38.0,2.8,0.7,0.0,3309210.0,0.081,-0.172,0.084,296.2,34.49,21.89
p1,492,2020.0,10.0,2.0,15.0,31.0,38.1,2.8,0.7,0.0,3309211.0,0.052000000000000005,-0.20199999999999999,0.064,296.2,34.5,21.86
p1,493,2020.0,10.0,2.0,15.0,31.0,38.2,2.8,0.7,0.0,3309212.0,0.052000000000000005,-0.20199999999999999,0.064,296.2,34.53,21.86
p1,494,2020.0,10.0,2.0,15.0,31.0,38.3,2.8,0.7,0.0,3309213.0,0.052000000000000005,-0.20199999999999999,0.064,296.2,34.56,21.86
p1,495,2020.0,10.0,2.0,15.0,31.0,38.4,2.8,0.7,0.0,3309214.0,0.125,-0.124,0.11800000000000001,296.1,34.57,21.86
p1,496,2020.0,10.0,2.0,15.0,31.0,38.5,2.8,0.7,0.0,3309215.0,0.125,-0.124,0.11800000000000001,296.1,34.58,21.86
p1,497,2020.0,10.0,2.0,15.0,31.0,38.6,2.8,0.7,0.0,3309216.0,0.043,-0.163,0.11800000000000001,296.1,34.59,21.86
p1,498,2020.0,10.0,2.0,15.0,31.0,38.7,2.8,0.7,0.0,3309217.0,0.042,-0.163,0.11800000000000001,296.1,34.6,21.86
p1,499,2020.0,10.0,2.0,15.0,31.0,38.8,2.8,0.7,0.0,3309218.0,0.042,-0.163,0.11800000000000001,296.1,34.6,21.86
p1,500,2020.0,10.0,2.0,15.0,31.0,38.9,2.8,0.7,0.0,3309219.0,0.042,-0.163,0.11800000000000001,296.1,34.6,21.86
p1,501,2020.0,10.0,2.0,15.0,31.0,39.0,2.8,0.7,0.0,3309220.0,0.042,-0.163,0.11800000000000001,296.1,34.6,21.86
p1,502,2020.0,10.0,2.0,15.0,31.0,39.1,2.8,0.7,0.0,3309221.0,0.042,-0.17300000000000001,0.13699999999999998,296.1,34.61,21.86
p1,503,2020.0,10.0,2.0,15.0,31.0,39.2,2.8,0.7,0.0,3309222.0,0.134,-0.17300000000000001,0.13699999999999998,296.1,34.64,21.86
p1,504,2020.0,10.0,2.0,15.0,31.0,39.3,2.8,0.7,0.0,3309223.0,0.134,-0.17300000000000001,0.13699999999999998,296.1,34.61,21.86
p1,505,2020.0,10.0,2.0,15.0,31.0,39.4,2.8,0.7,0.0,3309224.0,0.042,-0.163,0.11800000000000001,296.2,34.64,21.86
p1,506,2020.0,10.0,2.0,15.0,31.0,39.5,2.8,0.7,0.0,3309225.0,0.042,-0.163,0.11800000000000001,296.2,34.65,21.86
p1,507,2020.0,10.0,2.0,15.0,31.0,39.6,2.8,0.7,0.0,3309226.0,-0.017,-0.124,0.10800000000000001,296.2,34.66,21.86
p1,508,2020.0,10.0,2.0,15.0,31.0,39.7,2.8,0.7,0.0,3309227.0,-0.017,-0.124,0.10800000000000001,296.2,34.67,21.86
p1,509,2020.0,10.0,2.0,15.0,31.0,39.8,2.8,0.7,0.0,3309228.0,-0.017,-0.124,0.10800000000000001,296.2,34.68,21.86
p1,510,2020.0,10.0,2.0,15.0,31.0,39.9,2.8,0.7,0.0,3309229.0,0.032,-0.07,0.11800000000000001,296.2,34.68,21.86
p1,511,2020.0,10.0,2.0,15.0,31.0,40.0,2.8,0.7,0.0,3309230.0,0.032,-0.07,0.11800000000000001,296.2,34.68,21.86
p1,512,2020.0,10.0,2.0,15.0,31.0,40.1,2.8,0.7,0.0,3309231.0,0.032,-0.07,0.035,296.1,34.69,21.86
p1,513,2020.0,10.0,2.0,15.0,31.0,40.2,2.8,0.7,0.0,3309232.0,0.091,-0.20199999999999999,0.035,296.1,34.69,21.86
p1,514,2020.0,10.0,2.0,15.0,31.0,40.3,2.8,0.7,0.0,3309233.0,0.091,-0.20199999999999999,0.035,296.1,34.69,21.86
p1,515,2020.0,10.0,2.0,15.0,31.0,40.4,2.8,0.7,0.0,3309234.0,0.052000000000000005,-0.20199999999999999,0.064,296.1,34.69,21.86
p1,516,2020.0,10.0,2.0,15.0,31.0,40.5,2.8,0.7,0.0,3309235.0,0.052000000000000005,-0.20199999999999999,0.064,296.1,34.72,21.91
p1,517,2020.0,10.0,2.0,15.0,31.0,40.6,2.8,0.7,0.0,3309236.0,0.115,-0.212,0.11800000000000001,296.0,34.7,21.86
p1,518,2020.0,10.0,2.0,15.0,31.0,40.7,2.8,0.7,0.0,3309237.0,0.115,-0.212,0.11800000000000001,296.0,34.71,21.86
p1,519,2020.0,10.0,2.0,15.0,31.0,40.8,2.8,0.7,0.0,3309238.0,0.115,-0.212,0.11800000000000001,296.0,34.71,21.86
p1,520,2020.0,10.0,2.0,15.0,31.0,40.9,2.8,0.7,0.0,3309239.0,0.134,-0.251,0.138,296.1,34.72,21.86
p1,521,2020.0,10.0,2.0,15.0,31.0,41.0,2.8,0.7,0.0,3309240.0,0.134,-0.251,0.13699999999999998,296.1,34.72,21.86
p1,522,2020.0,10.0,2.0,15.0,31.0,41.1,2.8,0.7,0.0,3309241.0,0.134,-0.251,0.035,296.1,34.72,21.86
p1,523,2020.0,10.0,2.0,15.0,31.0,41.2,2.8,0.7,0.0,3309242.0,0.09,-0.20199999999999999,0.035,296.1,34.73,21.86
p1,524,2020.0,10.0,2.0,15.0,31.0,41.3,2.8,0.7,0.0,3309243.0,0.091,-0.20199999999999999,0.035,296.1,34.73,21.86
p1,525,2020.0,10.0,2.0,15.0,31.0,41.4,2.8,0.7,0.0,3309244.0,0.081,-0.17300000000000001,0.084,296.1,34.73,21.86
p1,526,2020.0,10.0,2.0,15.0,31.0,41.5,2.8,0.7,0.0,3309245.0,0.081,-0.17300000000000001,0.084,296.1,34.73,21.86
p1,527,2020.0,10.0,2.0,15.0,31.0,41.6,2.8,0.7,0.0,3309246.0,0.081,-0.17300000000000001,0.084,296.1,34.73,21.86
p1,528,2020.0,10.0,2.0,15.0,31.0,41.7,2.8,0.7,0.0,3309247.0,0.081,-0.172,0.084,296.1,34.74,21.86
p1,529,2020.0,10.0,2.0,15.0,31.0,41.8,2.8,0.7,0.0,3309248.0,0.081,-0.172,0.084,296.1,34.73,21.86
p1,530,2020.0,10.0,2.0,15.0,31.0,41.9,2.8,0.7,0.0,3309249.0,0.081,-0.163,0.006,296.2,34.72,21.86
p1,531,2020.0,10.0,2.0,15.0,31.0,42.0,2.8,0.7,0.0,3309250.0,0.081,-0.163,0.006,296.2,34.72,21.86
p1,532,2020.0,10.0,2.0,15.0,31.0,42.1,2.8,0.7,0.0,3309251.0,0.14400000000000002,-0.09,-0.006,296.3,34.72,21.86
p1,533,2020.0,10.0,2.0,15.0,31.0,42.2,2.8,0.7,0.0,3309252.0,0.14400000000000002,-0.09,-0.006,296.3,34.71,21.86
p1,534,2020.0,10.0,2.0,15.0,31.0,42.3,2.8,0.7,0.0,3309253.0,0.14400000000000002,-0.09,-0.006,296.3,34.71,21.86
p1,535,2020.0,10.0,2.0,15.0,31.0,42.4,2.8,0.7,0.0,3309254.0,0.14400000000000002,-0.09,-0.005,296.3,34.71,21.86
p1,536,2020.0,10.0,2.0,15.0,31.0,42.5,2.8,0.7,0.0,3309255.0,0.14400000000000002,-0.09,-0.005,296.3,34.71,21.86
p1,537,2020.0,10.0,2.0,15.0,31.0,42.6,2.8,0.7,0.0,3309256.0,0.14400000000000002,-0.002,-0.006,296.2,34.71,21.86
p1,538,2020.0,10.0,2.0,15.0,31.0,42.7,2.8,0.7,0.0,3309257.0,0.16399999999999998,-0.001,-0.005,296.2,34.71,21.86
p1,539,2020.0,10.0,2.0,15.0,31.0,42.8,2.8,0.7,0.0,3309258.0,0.16399999999999998,-0.002,-0.005,296.2,34.71,21.86
p1,540,2020.0,10.0,2.0,15.0,31.0,42.9,2.8,0.7,0.0,3309259.0,0.154,0.009000000000000001,0.016,296.2,34.71,21.86
p1,541,2020.0,10.0,2.0,15.0,31.0,43.0,2.8,0.7,0.0,3309260.0,0.154,0.009000000000000001,0.015,296.2,34.74,21.92
p1,542,2020.0,10.0,2.0,15.0,31.0,43.1,2.8,0.7,0.0,3309261.0,0.154,0.009000000000000001,0.015,296.2,34.65,21.86
p1,543,2020.0,10.0,2.0,15.0,31.0,43.2,2.8,0.7,0.0,3309262.0,0.071,-0.08,0.025,296.2,34.57,21.86
p1,544,2020.0,10.0,2.0,15.0,31.0,43.3,2.8,0.7,0.0,3309263.0,0.071,-0.08,0.025,296.2,34.52,21.86
p1,545,2020.0,10.0,2.0,15.0,31.0,43.4,2.8,0.7,0.0,3309264.0,0.14400000000000002,-0.09,-0.006,296.3,34.48,21.86
p1,546,2020.0,10.0,2.0,15.0,31.0,43.5,2.8,0.7,0.0,3309265.0,0.14400000000000002,-0.09,-0.005,296.3,34.46,21.86
p1,547,2020.0,10.0,2.0,15.0,31.0,43.6,2.8,0.7,0.0,3309266.0,0.14400000000000002,-0.031,0.035,296.3,34.44,21.86
