,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,341,2020.0,10.0,8.0,12.0,0.0,52.3,2.8,0.7,0.0,8139087.0,0.003,-0.20199999999999999,0.083,296.8,31.34,22.82
p1,342,2020.0,10.0,8.0,12.0,0.0,52.4,2.8,0.7,0.0,8139088.0,0.004,-0.20199999999999999,0.084,296.8,31.34,22.83
p1,343,2020.0,10.0,8.0,12.0,0.0,52.5,2.8,0.7,0.0,8139089.0,0.003,-0.20199999999999999,0.083,296.8,31.35,22.84
p1,344,2020.0,10.0,8.0,12.0,0.0,52.6,2.8,0.7,0.0,8139090.0,0.003,-0.20199999999999999,0.083,296.8,31.36,22.82
p1,345,2020.0,10.0,8.0,12.0,0.0,52.7,2.8,0.7,0.0,8139091.0,-0.008,-0.222,0.064,296.8,31.34,22.82
p1,346,2020.0,10.0,8.0,12.0,0.0,52.8,2.8,0.7,0.0,8139092.0,-0.008,-0.221,0.064,296.8,31.35,22.84
p1,347,2020.0,10.0,8.0,12.0,0.0,52.9,2.8,0.7,0.0,8139093.0,-0.009000000000000001,-0.222,0.064,296.8,31.35,22.83
p1,348,2020.0,10.0,8.0,12.0,0.0,53.0,2.8,0.7,0.0,8139094.0,-0.006999999999999999,-0.192,0.035,296.9,31.35,22.82
p1,349,2020.0,10.0,8.0,12.0,0.0,53.1,2.8,0.7,0.0,8139095.0,-0.006,-0.192,0.035,296.9,31.35,22.81
p1,350,2020.0,10.0,8.0,12.0,0.0,53.2,2.8,0.7,0.0,8139096.0,0.002,-0.192,0.006,296.9,31.33,22.84
p1,351,2020.0,10.0,8.0,12.0,0.0,53.3,2.8,0.7,0.0,8139097.0,0.002,-0.193,0.005,296.9,31.35,22.82
p1,352,2020.0,10.0,8.0,12.0,0.0,53.4,2.8,0.7,0.0,8139098.0,0.002,-0.193,0.005,296.9,31.35,22.83
p1,353,2020.0,10.0,8.0,12.0,0.0,53.5,2.8,0.7,0.0,8139099.0,-0.018000000000000002,-0.040999999999999995,0.044000000000000004,296.9,31.35,22.83
p1,354,2020.0,10.0,8.0,12.0,0.0,53.6,2.8,0.7,0.0,8139100.0,-0.018000000000000002,-0.040999999999999995,0.044000000000000004,296.9,31.35,22.83
p1,355,2020.0,10.0,8.0,12.0,0.0,53.7,2.8,0.7,0.0,8139101.0,0.032,-0.002,0.044000000000000004,296.9,31.35,22.83
p1,356,2020.0,10.0,8.0,12.0,0.0,53.8,2.8,0.7,0.0,8139102.0,0.032,-0.002,0.044000000000000004,296.9,31.35,22.83
p1,357,2020.0,10.0,8.0,12.0,0.0,53.9,2.8,0.7,0.0,8139103.0,0.031,-0.002,0.044000000000000004,296.9,31.35,22.83
p1,358,2020.0,10.0,8.0,12.0,0.0,54.0,2.8,0.7,0.0,8139104.0,0.012,0.008,0.025,296.9,31.35,22.83
p1,359,2020.0,10.0,8.0,12.0,0.0,54.1,2.8,0.7,0.0,8139105.0,0.012,0.008,0.024,296.9,31.38,22.88
p1,360,2020.0,10.0,8.0,12.0,0.0,54.2,2.8,0.7,0.0,8139106.0,-0.008,0.009000000000000001,0.044000000000000004,297.0,31.34,22.83
p1,361,2020.0,10.0,8.0,12.0,0.0,54.3,2.8,0.7,0.0,8139107.0,-0.008,0.009000000000000001,0.044000000000000004,297.0,31.33,22.83
p1,362,2020.0,10.0,8.0,12.0,0.0,54.4,2.8,0.7,0.0,8139108.0,-0.008,0.008,0.044000000000000004,297.0,31.32,22.83
p1,363,2020.0,10.0,8.0,12.0,0.0,54.5,2.8,0.7,0.0,8139109.0,-0.008,-0.002,0.063,297.0,31.32,22.83
p1,364,2020.0,10.0,8.0,12.0,0.0,54.6,2.8,0.7,0.0,8139110.0,-0.008,-0.002,0.064,297.0,31.31,22.83
p1,365,2020.0,10.0,8.0,12.0,0.0,54.7,2.8,0.7,0.0,8139111.0,-0.008,-0.002,0.064,297.0,31.31,22.83
p1,366,2020.0,10.0,8.0,12.0,0.0,54.8,2.8,0.7,0.0,8139112.0,-0.008,-0.002,0.064,297.0,31.31,22.83
p1,367,2020.0,10.0,8.0,12.0,0.0,54.9,2.8,0.7,0.0,8139113.0,-0.008,-0.002,0.064,297.0,31.31,22.83
p1,368,2020.0,10.0,8.0,12.0,0.0,55.0,2.8,0.7,0.0,8139114.0,0.002,0.018000000000000002,0.083,297.0,31.31,22.83
p1,369,2020.0,10.0,8.0,12.0,0.0,55.1,2.8,0.7,0.0,8139115.0,0.002,0.018000000000000002,0.083,297.0,31.31,22.83
p1,370,2020.0,10.0,8.0,12.0,0.0,55.2,2.8,0.7,0.0,8139116.0,-0.008,-0.002,0.064,297.0,31.31,22.83
p1,371,2020.0,10.0,8.0,12.0,0.0,55.3,2.8,0.7,0.0,8139117.0,-0.008,-0.002,0.064,297.0,31.31,22.83
p1,372,2020.0,10.0,8.0,12.0,0.0,55.4,2.8,0.7,0.0,8139118.0,-0.008,-0.002,0.064,297.0,31.31,22.83
p1,373,2020.0,10.0,8.0,12.0,0.0,55.5,2.8,0.7,0.0,8139119.0,-0.047,-0.031,0.064,297.1,31.3,22.83
p1,374,2020.0,10.0,8.0,12.0,0.0,55.6,2.8,0.7,0.0,8139120.0,-0.047,-0.031,0.064,297.1,31.3,22.82
p1,375,2020.0,10.0,8.0,12.0,0.0,55.7,2.8,0.7,0.0,8139121.0,-0.047,-0.031,0.064,297.1,31.29,22.83
p1,376,2020.0,10.0,8.0,12.0,0.0,55.8,2.8,0.7,0.0,8139122.0,-0.047,-0.032,0.064,297.1,31.29,22.83
p1,377,2020.0,10.0,8.0,12.0,0.0,55.9,2.8,0.7,0.0,8139123.0,-0.047,-0.032,0.064,297.1,31.29,22.83
p1,378,2020.0,10.0,8.0,12.0,0.0,56.0,2.8,0.7,0.0,8139124.0,-0.077,-0.002,0.034,297.1,31.29,22.83
p1,379,2020.0,10.0,8.0,12.0,0.0,56.1,2.8,0.7,0.0,8139125.0,-0.077,-0.002,0.034,297.1,31.29,22.83
p1,380,2020.0,10.0,8.0,12.0,0.0,56.2,2.8,0.7,0.0,8139126.0,-0.077,-0.002,0.035,297.1,31.29,22.83
p1,381,2020.0,10.0,8.0,12.0,0.0,56.3,2.8,0.7,0.0,8139127.0,-0.076,-0.002,0.034,297.1,31.29,22.83
p1,382,2020.0,10.0,8.0,12.0,0.0,56.4,2.8,0.7,0.0,8139128.0,-0.077,-0.002,0.034,297.1,31.29,22.83
p1,383,2020.0,10.0,8.0,12.0,0.0,56.5,2.8,0.7,0.0,8139129.0,-0.077,-0.002,0.035,297.1,31.29,22.83
p1,384,2020.0,10.0,8.0,12.0,0.0,56.6,2.8,0.7,0.0,8139130.0,-0.077,-0.002,0.034,297.1,31.32,22.88
p1,385,2020.0,10.0,8.0,12.0,0.0,56.7,2.8,0.7,0.0,8139131.0,-0.077,-0.002,0.034,297.1,31.28,22.82
p1,386,2020.0,10.0,8.0,12.0,0.0,56.8,2.8,0.7,0.0,8139132.0,-0.076,-0.002,0.034,297.1,31.28,22.83
p1,387,2020.0,10.0,8.0,12.0,0.0,56.9,2.8,0.7,0.0,8139133.0,-0.077,-0.002,0.034,297.1,31.28,22.83
p1,388,2020.0,10.0,8.0,12.0,0.0,57.0,2.8,0.7,0.0,8139134.0,-0.077,-0.002,0.034,297.1,31.27,22.83
p1,389,2020.0,10.0,8.0,12.0,0.0,57.1,2.8,0.7,0.0,8139135.0,-0.076,-0.002,0.035,297.1,31.27,22.83
p1,390,2020.0,10.0,8.0,12.0,0.0,57.2,2.8,0.7,0.0,8139136.0,-0.077,-0.002,0.035,297.1,31.27,22.83
p1,391,2020.0,10.0,8.0,12.0,0.0,57.3,2.8,0.7,0.0,8139137.0,-0.077,-0.002,0.034,297.1,31.27,22.83
p1,392,2020.0,10.0,8.0,12.0,0.0,57.4,2.8,0.7,0.0,8139138.0,-0.077,-0.002,0.034,297.1,31.27,22.83
p1,393,2020.0,10.0,8.0,12.0,0.0,57.5,2.8,0.7,0.0,8139139.0,-0.027999999999999997,-0.002,0.015,297.1,31.27,22.83
p1,394,2020.0,10.0,8.0,12.0,0.0,57.6,2.8,0.7,0.0,8139140.0,-0.027999999999999997,-0.002,0.015,297.1,31.27,22.83
