,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,342,2020.0,10.0,8.0,9.0,30.0,45.1,2.8,0.7,0.0,8050200.0,-0.024,-0.154,-0.035,295.9,31.73,21.79
p1,343,2020.0,10.0,8.0,9.0,30.0,45.2,2.8,0.7,0.0,8050201.0,-0.027999999999999997,-0.154,-0.035,295.9,31.69,21.75
p1,344,2020.0,10.0,8.0,9.0,30.0,45.3,2.8,0.7,0.0,8050202.0,-0.047,-0.192,-0.065,295.9,31.69,21.74
p1,345,2020.0,10.0,8.0,9.0,30.0,45.4,2.8,0.7,0.0,8050203.0,-0.047,-0.191,-0.065,295.9,31.68,21.73
p1,346,2020.0,10.0,8.0,9.0,30.0,45.5,2.8,0.7,0.0,8050204.0,-0.046,-0.192,-0.064,295.9,31.66,21.75
p1,347,2020.0,10.0,8.0,9.0,30.0,45.6,2.8,0.7,0.0,8050205.0,-0.027999999999999997,-0.154,-0.035,295.9,31.68,21.75
p1,348,2020.0,10.0,8.0,9.0,30.0,45.7,2.8,0.7,0.0,8050206.0,-0.027000000000000003,-0.154,-0.036000000000000004,295.9,31.68,21.75
p1,349,2020.0,10.0,8.0,9.0,30.0,45.8,2.8,0.7,0.0,8050207.0,-0.027999999999999997,-0.153,-0.035,295.8,31.67,21.73
p1,350,2020.0,10.0,8.0,9.0,30.0,45.9,2.8,0.7,0.0,8050208.0,-0.027999999999999997,-0.153,-0.035,295.8,31.66,21.75
p1,351,2020.0,10.0,8.0,9.0,30.0,46.0,2.8,0.7,0.0,8050209.0,-0.027999999999999997,-0.154,-0.035,295.8,31.68,21.75
p1,352,2020.0,10.0,8.0,9.0,30.0,46.1,2.8,0.7,0.0,8050210.0,-0.026000000000000002,-0.154,0.015,295.8,31.68,21.74
