,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,341,2020.0,10.0,2.0,23.0,0.0,36.6,2.8,0.7,0.0,3573879.0,-0.047,-0.124,-0.006,294.7,33.7,20.15
p1,342,2020.0,10.0,2.0,23.0,0.0,36.7,2.8,0.7,0.0,3573880.0,-0.048,-0.124,-0.006,294.7,33.82,20.17
p1,343,2020.0,10.0,2.0,23.0,0.0,36.8,2.8,0.7,0.0,3573881.0,-0.006999999999999999,-0.153,-0.006,294.8,33.76,20.1
p1,344,2020.0,10.0,2.0,23.0,0.0,36.9,2.8,0.7,0.0,3573882.0,-0.008,-0.153,-0.006,294.8,33.75,20.1
p1,345,2020.0,10.0,2.0,23.0,0.0,37.0,2.8,0.7,0.0,3573883.0,-0.008,-0.154,-0.006,294.8,33.75,20.1
p1,346,2020.0,10.0,2.0,23.0,0.0,37.1,2.8,0.7,0.0,3573884.0,-0.047,0.009000000000000001,-0.006,294.8,33.75,20.1
p1,347,2020.0,10.0,2.0,23.0,0.0,37.2,2.8,0.7,0.0,3573885.0,-0.047,0.009000000000000001,-0.006,294.8,33.75,20.1
p1,348,2020.0,10.0,2.0,23.0,0.0,37.3,2.8,0.7,0.0,3573886.0,-0.008,0.009000000000000001,-0.016,294.7,33.75,20.1
p1,349,2020.0,10.0,2.0,23.0,0.0,37.4,2.8,0.7,0.0,3573887.0,-0.008,0.009000000000000001,-0.015,294.7,33.75,20.1
p1,350,2020.0,10.0,2.0,23.0,0.0,37.5,2.8,0.7,0.0,3573888.0,-0.008,0.009000000000000001,-0.016,294.7,33.75,20.1
p1,351,2020.0,10.0,2.0,23.0,0.0,37.6,2.8,0.7,0.0,3573889.0,-0.008,0.009000000000000001,-0.016,294.7,33.75,20.1
p1,352,2020.0,10.0,2.0,23.0,0.0,37.7,2.8,0.7,0.0,3573890.0,-0.008,0.009000000000000001,-0.016,294.7,33.75,20.1
