,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,291,2020.0,10.0,3.0,3.0,30.0,36.7,2.8,0.7,0.0,3734875.0,-0.027000000000000003,-0.231,0.006,293.8,33.68,19.04
p1,292,2020.0,10.0,3.0,3.0,30.0,36.8,2.8,0.7,0.0,3734876.0,-0.027000000000000003,-0.23,0.006,293.8,33.69,19.03
p1,293,2020.0,10.0,3.0,3.0,30.0,36.9,2.8,0.7,0.0,3734877.0,-0.027000000000000003,-0.231,0.005,293.8,33.68,19.03
p1,294,2020.0,10.0,3.0,3.0,30.0,37.0,2.8,0.7,0.0,3734878.0,-0.065,-0.20199999999999999,-0.006,293.8,33.67,19.04
p1,295,2020.0,10.0,3.0,3.0,30.0,37.1,2.8,0.7,0.0,3734879.0,-0.065,-0.20199999999999999,-0.005,293.8,33.66,19.05
p1,296,2020.0,10.0,3.0,3.0,30.0,37.2,2.8,0.7,0.0,3734880.0,-0.027999999999999997,-0.153,0.016,293.8,33.66,19.05
p1,297,2020.0,10.0,3.0,3.0,30.0,37.3,2.8,0.7,0.0,3734881.0,-0.027000000000000003,-0.153,0.015,293.8,33.68,19.05
p1,298,2020.0,10.0,3.0,3.0,30.0,37.4,2.8,0.7,0.0,3734882.0,-0.027000000000000003,-0.153,0.015,293.8,33.68,19.05
p1,299,2020.0,10.0,3.0,3.0,30.0,37.5,2.8,0.7,0.0,3734883.0,-0.027000000000000003,-0.152,0.016,293.8,33.68,19.04
p1,300,2020.0,10.0,3.0,3.0,30.0,37.6,2.8,0.7,0.0,3734884.0,-0.027000000000000003,-0.153,0.015,293.8,33.68,19.03
p1,301,2020.0,10.0,3.0,3.0,30.0,37.7,2.8,0.7,0.0,3734885.0,-0.006999999999999999,-0.115,0.035,293.7,33.67,19.06
p1,302,2020.0,10.0,3.0,3.0,30.0,37.8,2.8,0.7,0.0,3734886.0,-0.006,-0.114,0.035,293.7,33.66,19.05
