,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,291,2020.0,10.0,3.0,5.0,30.0,30.7,2.8,0.7,0.0,3806515.0,-0.006,-0.193,0.045,293.5,32.83,18.76
p1,292,2020.0,10.0,3.0,5.0,30.0,30.8,2.8,0.7,0.0,3806516.0,-0.006999999999999999,-0.192,0.045,293.5,32.82,18.77
p1,293,2020.0,10.0,3.0,5.0,30.0,30.9,2.8,0.7,0.0,3806517.0,-0.026000000000000002,-0.153,-0.005,293.3,32.82,18.77
p1,294,2020.0,10.0,3.0,5.0,30.0,31.0,2.8,0.7,0.0,3806518.0,-0.027000000000000003,-0.153,-0.006,293.3,32.83,18.77
p1,295,2020.0,10.0,3.0,5.0,30.0,31.1,2.8,0.7,0.0,3806519.0,0.003,-0.192,0.005,293.2,32.84,18.77
p1,296,2020.0,10.0,3.0,5.0,30.0,31.2,2.8,0.7,0.0,3806520.0,0.003,-0.192,0.005,293.2,32.84,18.76
p1,297,2020.0,10.0,3.0,5.0,30.0,31.3,2.8,0.7,0.0,3806521.0,0.003,-0.191,0.005,293.2,32.84,18.75
p1,298,2020.0,10.0,3.0,5.0,30.0,31.4,2.8,0.7,0.0,3806522.0,-0.006999999999999999,-0.163,0.045,293.2,32.83,18.75
p1,299,2020.0,10.0,3.0,5.0,30.0,31.5,2.8,0.7,0.0,3806523.0,-0.006999999999999999,-0.162,0.045,293.2,32.81,18.77
p1,300,2020.0,10.0,3.0,5.0,30.0,31.6,2.8,0.7,0.0,3806524.0,-0.046,-0.12300000000000001,0.065,293.3,32.81,18.78
p1,301,2020.0,10.0,3.0,5.0,30.0,31.7,2.8,0.7,0.0,3806525.0,-0.046,-0.124,0.065,293.3,32.82,18.77
p1,302,2020.0,10.0,3.0,5.0,30.0,31.8,2.8,0.7,0.0,3806526.0,-0.047,-0.124,0.064,293.3,32.83,18.77
p1,303,2020.0,10.0,3.0,5.0,30.0,31.9,2.8,0.7,0.0,3806527.0,-0.027000000000000003,-0.163,0.084,293.4,32.84,18.77
p1,304,2020.0,10.0,3.0,5.0,30.0,32.0,2.8,0.7,0.0,3806528.0,-0.027000000000000003,-0.162,0.084,293.4,32.85,18.75
p1,305,2020.0,10.0,3.0,5.0,30.0,32.1,2.8,0.7,0.0,3806529.0,0.003,-0.162,0.044000000000000004,293.3,32.84,18.75
p1,306,2020.0,10.0,3.0,5.0,30.0,32.2,2.8,0.7,0.0,3806530.0,0.004,-0.163,0.045,293.3,32.84,18.75
p1,307,2020.0,10.0,3.0,5.0,30.0,32.3,2.8,0.7,0.0,3806531.0,0.004,-0.163,0.045,293.3,32.84,18.82
p1,308,2020.0,10.0,3.0,5.0,30.0,32.4,2.8,0.7,0.0,3806532.0,0.004,-0.163,0.045,293.3,32.81,18.77
p1,309,2020.0,10.0,3.0,5.0,30.0,32.5,2.8,0.7,0.0,3806533.0,0.003,-0.162,0.045,293.3,32.81,18.77
p1,310,2020.0,10.0,3.0,5.0,30.0,32.6,2.8,0.7,0.0,3806534.0,-0.017,-0.114,0.035,293.4,32.82,18.77
p1,311,2020.0,10.0,3.0,5.0,30.0,32.7,2.8,0.7,0.0,3806535.0,-0.017,-0.114,0.035,293.4,32.84,18.77
p1,312,2020.0,10.0,3.0,5.0,30.0,32.8,2.8,0.7,0.0,3806536.0,-0.017,-0.113,0.035,293.4,32.84,18.75
p1,313,2020.0,10.0,3.0,5.0,30.0,32.9,2.8,0.7,0.0,3806537.0,-0.016,-0.114,0.035,293.4,32.85,18.75
p1,314,2020.0,10.0,3.0,5.0,30.0,33.0,2.8,0.7,0.0,3806538.0,-0.017,-0.115,0.035,293.4,32.83,18.75
p1,315,2020.0,10.0,3.0,5.0,30.0,33.1,2.8,0.7,0.0,3806539.0,-0.015,-0.114,0.035,293.4,32.83,18.76
p1,316,2020.0,10.0,3.0,5.0,30.0,33.2,2.8,0.7,0.0,3806540.0,-0.016,-0.114,0.036000000000000004,293.4,32.82,18.77
p1,317,2020.0,10.0,3.0,5.0,30.0,33.3,2.8,0.7,0.0,3806541.0,-0.017,-0.114,0.035,293.4,32.82,18.78
p1,318,2020.0,10.0,3.0,5.0,30.0,33.4,2.8,0.7,0.0,3806542.0,-0.017,-0.114,0.035,293.4,32.84,18.77
p1,319,2020.0,10.0,3.0,5.0,30.0,33.5,2.8,0.7,0.0,3806543.0,-0.017,-0.114,0.035,293.4,32.84,18.77
p1,320,2020.0,10.0,3.0,5.0,30.0,33.6,2.8,0.7,0.0,3806544.0,-0.017,-0.114,0.035,293.4,32.85,18.76
p1,321,2020.0,10.0,3.0,5.0,30.0,33.7,2.8,0.7,0.0,3806545.0,-0.017,-0.114,0.035,293.4,32.85,18.74
p1,322,2020.0,10.0,3.0,5.0,30.0,33.8,2.8,0.7,0.0,3806546.0,-0.016,-0.114,0.035,293.4,32.83,18.75
p1,323,2020.0,10.0,3.0,5.0,30.0,33.9,2.8,0.7,0.0,3806547.0,0.003,-0.163,0.045,293.4,32.81,18.76
p1,324,2020.0,10.0,3.0,5.0,30.0,34.0,2.8,0.7,0.0,3806548.0,0.002,-0.162,0.045,293.4,32.81,18.77
p1,325,2020.0,10.0,3.0,5.0,30.0,34.1,2.8,0.7,0.0,3806549.0,0.003,-0.163,0.045,293.4,32.83,18.77
p1,326,2020.0,10.0,3.0,5.0,30.0,34.2,2.8,0.7,0.0,3806550.0,0.004,-0.163,0.045,293.4,32.84,18.77
p1,327,2020.0,10.0,3.0,5.0,30.0,34.3,2.8,0.7,0.0,3806551.0,0.003,-0.163,0.045,293.4,32.84,18.76
p1,328,2020.0,10.0,3.0,5.0,30.0,34.4,2.8,0.7,0.0,3806552.0,0.003,-0.163,0.045,293.4,32.85,18.75
p1,329,2020.0,10.0,3.0,5.0,30.0,34.5,2.8,0.7,0.0,3806553.0,0.003,-0.163,0.045,293.4,32.84,18.75
p1,330,2020.0,10.0,3.0,5.0,30.0,34.6,2.8,0.7,0.0,3806554.0,0.004,-0.163,0.045,293.4,32.82,18.76
p1,331,2020.0,10.0,3.0,5.0,30.0,34.7,2.8,0.7,0.0,3806555.0,0.003,-0.163,0.045,293.4,32.81,18.77
p1,332,2020.0,10.0,3.0,5.0,30.0,34.8,2.8,0.7,0.0,3806556.0,0.002,-0.163,0.045,293.4,32.89,18.82
p1,333,2020.0,10.0,3.0,5.0,30.0,34.9,2.8,0.7,0.0,3806557.0,-0.027999999999999997,-0.163,0.094,293.5,32.83,18.77
p1,334,2020.0,10.0,3.0,5.0,30.0,35.0,2.8,0.7,0.0,3806558.0,-0.026000000000000002,-0.162,0.09300000000000001,293.5,32.85,18.76
