,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,340,2020.0,10.0,8.0,10.0,0.0,41.7,2.8,0.7,0.0,8067517.0,-0.057,-0.142,0.044000000000000004,296.3,31.75,21.89
p1,341,2020.0,10.0,8.0,10.0,0.0,41.8,2.8,0.7,0.0,8067518.0,-0.055,-0.14400000000000002,0.045,296.3,31.73,21.91
p1,342,2020.0,10.0,8.0,10.0,0.0,41.9,2.8,0.7,0.0,8067519.0,-0.008,-0.114,0.035,296.4,31.76,21.91
p1,343,2020.0,10.0,8.0,10.0,0.0,42.0,2.8,0.7,0.0,8067520.0,-0.008,-0.114,0.035,296.4,31.76,21.9
p1,344,2020.0,10.0,8.0,10.0,0.0,42.1,2.8,0.7,0.0,8067521.0,-0.008,-0.115,0.035,296.4,31.75,21.89
p1,345,2020.0,10.0,8.0,10.0,0.0,42.2,2.8,0.7,0.0,8067522.0,-0.006999999999999999,-0.115,0.035,296.4,31.73,21.91
p1,346,2020.0,10.0,8.0,10.0,0.0,42.3,2.8,0.7,0.0,8067523.0,-0.008,-0.115,0.035,296.4,31.74,21.91
p1,347,2020.0,10.0,8.0,10.0,0.0,42.4,2.8,0.7,0.0,8067524.0,-0.006999999999999999,-0.114,0.034,296.3,31.76,21.9
p1,348,2020.0,10.0,8.0,10.0,0.0,42.5,2.8,0.7,0.0,8067525.0,-0.006999999999999999,-0.115,0.035,296.3,31.75,21.9
p1,349,2020.0,10.0,8.0,10.0,0.0,42.6,2.8,0.7,0.0,8067526.0,-0.006,-0.163,0.07400000000000001,296.3,31.74,21.9
p1,350,2020.0,10.0,8.0,10.0,0.0,42.7,2.8,0.7,0.0,8067527.0,-0.008,-0.163,0.07400000000000001,296.3,31.75,21.94
p1,351,2020.0,10.0,8.0,10.0,0.0,42.8,2.8,0.7,0.0,8067528.0,-0.006,-0.163,0.07400000000000001,296.3,31.77,21.89
p1,352,2020.0,10.0,8.0,10.0,0.0,42.9,2.8,0.7,0.0,8067529.0,-0.017,-0.081,0.07400000000000001,296.3,31.74,21.9
p1,353,2020.0,10.0,8.0,10.0,0.0,43.0,2.8,0.7,0.0,8067530.0,-0.017,-0.08,0.07400000000000001,296.3,31.75,21.91
p1,354,2020.0,10.0,8.0,10.0,0.0,43.1,2.8,0.7,0.0,8067531.0,-0.008,-0.002,0.073,296.3,31.75,21.9
p1,355,2020.0,10.0,8.0,10.0,0.0,43.2,2.8,0.7,0.0,8067532.0,-0.008,-0.002,0.07400000000000001,296.3,31.75,21.9
p1,356,2020.0,10.0,8.0,10.0,0.0,43.3,2.8,0.7,0.0,8067533.0,-0.008,-0.002,0.073,296.3,31.75,21.9
