,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,292,2020.0,10.0,2.0,21.0,0.0,50.7,2.8,0.7,0.0,3503262.0,-0.006,-0.2,-0.015,295.2,33.5,20.56
p1,293,2020.0,10.0,2.0,21.0,0.0,50.8,2.8,0.7,0.0,3503263.0,-0.005,-0.201,-0.015,295.2,33.5,20.55
p1,294,2020.0,10.0,2.0,21.0,0.0,50.9,2.8,0.7,0.0,3503264.0,-0.004,-0.114,-0.015,295.2,33.48,20.55
p1,295,2020.0,10.0,2.0,21.0,0.0,51.0,2.8,0.7,0.0,3503265.0,-0.006999999999999999,-0.113,-0.015,295.2,33.47,20.57
p1,296,2020.0,10.0,2.0,21.0,0.0,51.1,2.8,0.7,0.0,3503266.0,-0.006,-0.113,-0.015,295.2,33.5,20.57
p1,297,2020.0,10.0,2.0,21.0,0.0,51.2,2.8,0.7,0.0,3503267.0,-0.026000000000000002,-0.152,0.016,295.2,33.5,20.56
p1,298,2020.0,10.0,2.0,21.0,0.0,51.3,2.8,0.7,0.0,3503268.0,-0.026000000000000002,-0.152,0.016,295.2,33.51,20.55
p1,299,2020.0,10.0,2.0,21.0,0.0,51.4,2.8,0.7,0.0,3503269.0,-0.005,-0.191,0.035,295.2,33.49,20.55
p1,300,2020.0,10.0,2.0,21.0,0.0,51.5,2.8,0.7,0.0,3503270.0,-0.003,-0.192,0.036000000000000004,295.2,33.48,20.56
p1,301,2020.0,10.0,2.0,21.0,0.0,51.6,2.8,0.7,0.0,3503271.0,-0.006999999999999999,-0.191,0.036000000000000004,295.2,33.48,20.57
p1,302,2020.0,10.0,2.0,21.0,0.0,51.7,2.8,0.7,0.0,3503272.0,-0.006,-0.162,0.045,295.2,33.49,20.57
p1,303,2020.0,10.0,2.0,21.0,0.0,51.8,2.8,0.7,0.0,3503273.0,-0.006,-0.161,0.045,295.2,33.49,20.56
p1,304,2020.0,10.0,2.0,21.0,0.0,51.9,2.8,0.7,0.0,3503274.0,-0.044000000000000004,-0.12300000000000001,0.064,295.1,33.52,20.58
p1,305,2020.0,10.0,2.0,21.0,0.0,52.0,2.8,0.7,0.0,3503275.0,-0.045,-0.124,0.065,295.1,33.49,20.55
p1,306,2020.0,10.0,2.0,21.0,0.0,52.1,2.8,0.7,0.0,3503276.0,-0.045,-0.124,0.065,295.1,33.48,20.56
p1,307,2020.0,10.0,2.0,21.0,0.0,52.2,2.8,0.7,0.0,3503277.0,-0.046,-0.12300000000000001,0.066,295.1,33.47,20.58
p1,308,2020.0,10.0,2.0,21.0,0.0,52.3,2.8,0.7,0.0,3503278.0,-0.046,-0.12300000000000001,0.064,295.1,33.49,20.57
p1,309,2020.0,10.0,2.0,21.0,0.0,52.4,2.8,0.7,0.0,3503279.0,-0.026000000000000002,-0.068,0.084,295.1,33.5,20.57
p1,310,2020.0,10.0,2.0,21.0,0.0,52.5,2.8,0.7,0.0,3503280.0,-0.025,-0.068,0.084,295.1,33.5,20.56
p1,311,2020.0,10.0,2.0,21.0,0.0,52.6,2.8,0.7,0.0,3503281.0,-0.023,-0.07,0.084,295.1,33.48,20.56
p1,312,2020.0,10.0,2.0,21.0,0.0,52.7,2.8,0.7,0.0,3503282.0,-0.025,-0.069,0.085,295.2,33.48,20.57
p1,313,2020.0,10.0,2.0,21.0,0.0,52.8,2.8,0.7,0.0,3503283.0,-0.027000000000000003,-0.069,0.085,295.2,33.48,20.57
p1,314,2020.0,10.0,2.0,21.0,0.0,52.9,2.8,0.7,0.0,3503284.0,-0.026000000000000002,-0.069,0.084,295.2,33.5,20.57
p1,315,2020.0,10.0,2.0,21.0,0.0,53.0,2.8,0.7,0.0,3503285.0,-0.026000000000000002,-0.068,0.084,295.2,33.5,20.56
p1,316,2020.0,10.0,2.0,21.0,0.0,53.1,2.8,0.7,0.0,3503286.0,-0.024,-0.069,0.084,295.2,33.54,20.55
p1,317,2020.0,10.0,2.0,21.0,0.0,53.2,2.8,0.7,0.0,3503287.0,-0.004,-0.07,0.065,295.2,33.49,20.55
p1,318,2020.0,10.0,2.0,21.0,0.0,53.3,2.8,0.7,0.0,3503288.0,-0.006,-0.07,0.065,295.2,33.47,20.57
p1,319,2020.0,10.0,2.0,21.0,0.0,53.4,2.8,0.7,0.0,3503289.0,-0.017,-0.04,0.045,295.2,33.48,20.58
p1,320,2020.0,10.0,2.0,21.0,0.0,53.5,2.8,0.7,0.0,3503290.0,-0.017,-0.039,0.045,295.2,33.5,20.56
p1,321,2020.0,10.0,2.0,21.0,0.0,53.6,2.8,0.7,0.0,3503291.0,-0.016,-0.04,0.045,295.2,33.5,20.55
p1,322,2020.0,10.0,2.0,21.0,0.0,53.7,2.8,0.7,0.0,3503292.0,-0.024,-0.069,0.016,295.2,33.5,20.55
p1,323,2020.0,10.0,2.0,21.0,0.0,53.8,2.8,0.7,0.0,3503293.0,-0.024,-0.069,0.017,295.2,33.48,20.56
p1,324,2020.0,10.0,2.0,21.0,0.0,53.9,2.8,0.7,0.0,3503294.0,-0.016,-0.079,0.075,295.2,33.48,20.57
p1,325,2020.0,10.0,2.0,21.0,0.0,54.0,2.8,0.7,0.0,3503295.0,-0.016,-0.079,0.07400000000000001,295.2,33.49,20.57
p1,326,2020.0,10.0,2.0,21.0,0.0,54.1,2.8,0.7,0.0,3503296.0,-0.015,-0.078,0.07400000000000001,295.2,33.5,20.56
p1,327,2020.0,10.0,2.0,21.0,0.0,54.2,2.8,0.7,0.0,3503297.0,-0.016,-0.039,0.045,295.2,33.5,20.55
p1,328,2020.0,10.0,2.0,21.0,0.0,54.3,2.8,0.7,0.0,3503298.0,-0.015,-0.040999999999999995,0.045,295.2,33.48,20.56
p1,329,2020.0,10.0,2.0,21.0,0.0,54.4,2.8,0.7,0.0,3503299.0,-0.025,-0.069,0.016,295.2,33.51,20.61
