,,Year,Month,Day,Hour,Minute,Second,x,y,theta,Record,U (m s^-1),V (m s^-1),W (m s^-1),TSonic (K),RH (%),T_HMP60 (C)
p1,341,2020.0,10.0,3.0,3.0,1.0,21.4,2.8,0.7,0.0,3717322.0,-0.006,-0.114,0.035,294.0,33.44,19.44
p1,342,2020.0,10.0,3.0,3.0,1.0,21.5,2.8,0.7,0.0,3717323.0,-0.006,-0.114,0.036000000000000004,294.0,33.44,19.45
p1,343,2020.0,10.0,3.0,3.0,1.0,21.6,2.8,0.7,0.0,3717324.0,-0.006999999999999999,-0.114,0.035,294.0,33.45,19.44
p1,344,2020.0,10.0,3.0,3.0,1.0,21.7,2.8,0.7,0.0,3717325.0,-0.006,-0.069,0.065,294.1,33.46,19.44
p1,345,2020.0,10.0,3.0,3.0,1.0,21.8,2.8,0.7,0.0,3717326.0,-0.006,-0.069,0.064,294.1,33.46,19.43
p1,346,2020.0,10.0,3.0,3.0,1.0,21.9,2.8,0.7,0.0,3717327.0,-0.008,-0.031,0.17600000000000002,294.2,33.45,19.44
p1,347,2020.0,10.0,3.0,3.0,1.0,22.0,2.8,0.7,0.0,3717328.0,-0.008,-0.031,0.17600000000000002,294.2,33.45,19.44
p1,348,2020.0,10.0,3.0,3.0,1.0,22.1,2.8,0.7,0.0,3717329.0,-0.008,-0.031,0.17600000000000002,294.2,33.45,19.44
p1,349,2020.0,10.0,3.0,3.0,1.0,22.2,2.8,0.7,0.0,3717330.0,-0.006999999999999999,0.077,0.11800000000000001,294.4,33.45,19.44
p1,350,2020.0,10.0,3.0,3.0,1.0,22.3,2.8,0.7,0.0,3717331.0,-0.008,0.077,0.11800000000000001,294.4,33.51,19.45
p1,351,2020.0,10.0,3.0,3.0,1.0,22.4,2.8,0.7,0.0,3717332.0,-0.017,0.131,-0.006,294.2,33.45,19.44
p1,352,2020.0,10.0,3.0,3.0,1.0,22.5,2.8,0.7,0.0,3717333.0,-0.017,0.131,-0.006,294.2,33.45,19.44
p1,353,2020.0,10.0,3.0,3.0,1.0,22.6,2.8,0.7,0.0,3717334.0,-0.017,0.131,-0.006,294.2,33.45,19.44
p1,354,2020.0,10.0,3.0,3.0,1.0,22.7,2.8,0.7,0.0,3717335.0,-0.008,0.09699999999999999,0.045,294.3,33.45,19.44
p1,355,2020.0,10.0,3.0,3.0,1.0,22.8,2.8,0.7,0.0,3717336.0,-0.006999999999999999,0.09699999999999999,0.045,294.3,33.45,19.44
p1,356,2020.0,10.0,3.0,3.0,1.0,22.9,2.8,0.7,0.0,3717337.0,-0.027000000000000003,0.048,0.025,294.4,33.45,19.44
p1,357,2020.0,10.0,3.0,3.0,1.0,23.0,2.8,0.7,0.0,3717338.0,-0.027000000000000003,0.048,0.025,294.4,33.45,19.44
p1,358,2020.0,10.0,3.0,3.0,1.0,23.1,2.8,0.7,0.0,3717339.0,-0.027000000000000003,0.048,0.025,294.4,33.45,19.44
p1,359,2020.0,10.0,3.0,3.0,1.0,23.2,2.8,0.7,0.0,3717340.0,-0.008,0.077,0.11800000000000001,294.4,33.45,19.44
p1,360,2020.0,10.0,3.0,3.0,1.0,23.3,2.8,0.7,0.0,3717341.0,-0.008,0.077,0.11800000000000001,294.4,33.45,19.44
p1,361,2020.0,10.0,3.0,3.0,1.0,23.4,2.8,0.7,0.0,3717342.0,-0.008,0.077,0.11800000000000001,294.4,33.45,19.44
p1,362,2020.0,10.0,3.0,3.0,1.0,23.5,2.8,0.7,0.0,3717343.0,-0.008,0.077,0.11800000000000001,294.4,33.45,19.44
p1,363,2020.0,10.0,3.0,3.0,1.0,23.6,2.8,0.7,0.0,3717344.0,-0.008,0.077,0.11800000000000001,294.4,33.46,19.47
p1,364,2020.0,10.0,3.0,3.0,1.0,23.7,2.8,0.7,0.0,3717345.0,-0.047,0.077,0.13699999999999998,294.4,33.45,19.44
p1,365,2020.0,10.0,3.0,3.0,1.0,23.8,2.8,0.7,0.0,3717346.0,-0.047,0.078,0.13699999999999998,294.4,33.45,19.44
p1,366,2020.0,10.0,3.0,3.0,1.0,23.9,2.8,0.7,0.0,3717347.0,-0.027000000000000003,0.038,0.084,294.4,33.45,19.44
p1,367,2020.0,10.0,3.0,3.0,1.0,24.0,2.8,0.7,0.0,3717348.0,-0.027000000000000003,0.038,0.083,294.4,33.45,19.44
p1,368,2020.0,10.0,3.0,3.0,1.0,24.1,2.8,0.7,0.0,3717349.0,-0.027000000000000003,0.038,0.083,294.4,33.45,19.44
p1,369,2020.0,10.0,3.0,3.0,1.0,24.2,2.8,0.7,0.0,3717350.0,-0.047,0.087,0.064,294.3,33.45,19.44
p1,370,2020.0,10.0,3.0,3.0,1.0,24.3,2.8,0.7,0.0,3717351.0,-0.047,0.087,0.064,294.3,33.45,19.44
p1,371,2020.0,10.0,3.0,3.0,1.0,24.4,2.8,0.7,0.0,3717352.0,-0.017,0.048,0.084,294.3,33.45,19.44
p1,372,2020.0,10.0,3.0,3.0,1.0,24.5,2.8,0.7,0.0,3717353.0,-0.017,0.048,0.084,294.3,33.45,19.44
p1,373,2020.0,10.0,3.0,3.0,1.0,24.6,2.8,0.7,0.0,3717354.0,-0.017,0.048,0.084,294.3,33.45,19.44
p1,374,2020.0,10.0,3.0,3.0,1.0,24.7,2.8,0.7,0.0,3717355.0,-0.017,0.048,0.084,294.3,33.45,19.44
p1,375,2020.0,10.0,3.0,3.0,1.0,24.8,2.8,0.7,0.0,3717356.0,-0.017,0.048,0.084,294.3,33.49,19.44
p1,376,2020.0,10.0,3.0,3.0,1.0,24.9,2.8,0.7,0.0,3717357.0,-0.017,0.048,0.083,294.3,33.45,19.44
p1,377,2020.0,10.0,3.0,3.0,1.0,25.0,2.8,0.7,0.0,3717358.0,-0.017,0.048,0.084,294.3,33.45,19.44
p1,378,2020.0,10.0,3.0,3.0,1.0,25.1,2.8,0.7,0.0,3717359.0,-0.018000000000000002,0.048,0.083,294.3,33.45,19.44
p1,379,2020.0,10.0,3.0,3.0,1.0,25.2,2.8,0.7,0.0,3717360.0,-0.006999999999999999,0.009000000000000001,0.044000000000000004,294.3,33.45,19.44
p1,380,2020.0,10.0,3.0,3.0,1.0,25.3,2.8,0.7,0.0,3717361.0,-0.008,0.009000000000000001,0.045,294.3,33.45,19.44
p1,381,2020.0,10.0,3.0,3.0,1.0,25.4,2.8,0.7,0.0,3717362.0,-0.008,0.009000000000000001,0.044000000000000004,294.3,33.45,19.44
p1,382,2020.0,10.0,3.0,3.0,1.0,25.5,2.8,0.7,0.0,3717363.0,-0.008,0.009000000000000001,0.045,294.3,33.45,19.44
p1,383,2020.0,10.0,3.0,3.0,1.0,25.6,2.8,0.7,0.0,3717364.0,-0.008,0.009000000000000001,0.044000000000000004,294.3,33.45,19.44
p1,384,2020.0,10.0,3.0,3.0,1.0,25.7,2.8,0.7,0.0,3717365.0,-0.008,0.09699999999999999,0.045,294.3,33.45,19.44
p1,385,2020.0,10.0,3.0,3.0,1.0,25.8,2.8,0.7,0.0,3717366.0,-0.008,0.09699999999999999,0.044000000000000004,294.3,33.45,19.44
p1,386,2020.0,10.0,3.0,3.0,1.0,25.9,2.8,0.7,0.0,3717367.0,-0.008,0.009000000000000001,0.044000000000000004,294.2,33.45,19.44
p1,387,2020.0,10.0,3.0,3.0,1.0,26.0,2.8,0.7,0.0,3717368.0,-0.008,0.009000000000000001,0.044000000000000004,294.2,33.45,19.44
p1,388,2020.0,10.0,3.0,3.0,1.0,26.1,2.8,0.7,0.0,3717369.0,-0.008,0.009000000000000001,0.044000000000000004,294.2,33.48,19.49
p1,389,2020.0,10.0,3.0,3.0,1.0,26.2,2.8,0.7,0.0,3717370.0,-0.006999999999999999,0.009000000000000001,0.044000000000000004,294.3,33.45,19.44
p1,390,2020.0,10.0,3.0,3.0,1.0,26.3,2.8,0.7,0.0,3717371.0,-0.008,0.009000000000000001,0.045,294.3,33.44,19.44
p1,391,2020.0,10.0,3.0,3.0,1.0,26.4,2.8,0.7,0.0,3717372.0,-0.008,0.009000000000000001,0.045,294.3,33.44,19.44
p1,392,2020.0,10.0,3.0,3.0,1.0,26.5,2.8,0.7,0.0,3717373.0,-0.006999999999999999,0.009000000000000001,0.044000000000000004,294.3,33.44,19.44
p1,393,2020.0,10.0,3.0,3.0,1.0,26.6,2.8,0.7,0.0,3717374.0,-0.008,0.009000000000000001,0.044000000000000004,294.3,33.43,19.44
p1,394,2020.0,10.0,3.0,3.0,1.0,26.7,2.8,0.7,0.0,3717375.0,-0.047,0.009000000000000001,0.064,294.3,33.43,19.44
p1,395,2020.0,10.0,3.0,3.0,1.0,26.8,2.8,0.7,0.0,3717376.0,-0.047,0.009000000000000001,0.064,294.3,33.43,19.44
