389	749	0
390	750	0
391	751	0
392	752	0
393	753	0
394	754	0
395	755	0
396	756	0
397	757	0
398	758	0
399	759	0
400	760	0
401	761	0
402	762	0
403	763	0
404	764	0
405	765	0
406	766	0
407	767	0
408	768	0
409	769	0
410	770	0
411	771	0
412	772	0
413	773	0
414	774	0
415	774	0
416	774	0
417	774	0
418	774	0
419	774	0
420	774	0
421	774	0
422	774	0
423	774	0
424	774	0
425	774	0
426	774	0
427	774	0
428	774	0
429	774	0
430	774	0
431	774	0
432	774	0
433	774	0
434	774	0
435	774	0
436	774	0
437	774	0
438	774	0
439	774	0
440	774	0
441	774	0
442	774	0
443	774	0
444	774	0
445	774	0
446	774	0
447	774	0
448	774	0
449	774	0
450	774	0
451	774	0
452	774	0
453	774	0
454	774	0
455	774	0
456	774	0
457	774	0
458	774	0
459	774	0
460	774	0
461	774	0
462	774	0
463	774	0
464	774	0
465	774	0
466	774	0
467	774	0
468	774	0
469	774	0
470	774	0
471	774	0
472	774	0
473	774	0
474	774	0
475	774	0
476	774	0
477	774	0
478	774	0
479	774	0
480	774	0
481	774	0
482	774	0
483	774	0
484	774	0
485	774	0
486	774	0
487	774	0
488	774	0
489	774	0
490	774	0
491	774	0
492	774	0
493	774	0
494	774	0
495	774	0
496	774	0
497	774	0
498	774	0
499	774	0
500	774	0
501	774	0
502	774	0
503	774	0
504	774	0
505	774	0
506	774	0
507	774	0
508	774	0
509	774	0
510	775	0
511	776	0
512	777	0
513	778	0
514	779	0
515	780	0
516	781	0
517	782	0
518	783	0
519	784	0
520	785	0
521	786	0
522	787	0
523	788	0
524	789	0
525	790	0
526	791	0
527	792	0
528	793	0
529	794	0
530	795	0
531	796	0
532	797	0
533	798	0
534	799	0
535	800	0
536	801	0
537	802	0
538	803	0
539	804	0
540	805	0
541	806	0
542	807	0
543	808	0
544	809	0
545	810	0
546	811	0
547	812	0
548	813	0
549	814	0
550	815	0
551	816	0
551	817	0
551	818	0
551	819	0
551	820	0
551	821	0
551	822	0
551	823	0
551	824	0
