600	1030	0
599	1030	0
598	1030	0
597	1030	0
596	1030	0
595	1030	0
594	1030	0
593	1030	0
592	1030	0
591	1030	0
590	1030	0
589	1030	0
588	1030	0
587	1030	0
586	1030	0
585	1030	0
584	1030	0
583	1030	0
582	1030	0
581	1030	0
580	1030	0
579	1030	0
578	1030	0
577	1030	0
576	1030	0
575	1030	0
574	1030	0
573	1030	0
572	1030	0
571	1030	0
570	1030	0
569	1030	0
568	1030	0
567	1030	0
566	1030	0
565	1030	0
564	1030	0
563	1030	0
562	1030	0
561	1030	0
560	1030	0
559	1030	0
558	1030	0
557	1030	0
556	1030	0
555	1030	0
554	1030	0
553	1030	0
552	1030	0
551	1030	0
550	1030	0
549	1030	0
548	1030	0
547	1030	0
546	1030	0
545	1030	0
544	1030	0
543	1030	0
542	1030	0
541	1030	0
540	1030	0
539	1030	0
538	1030	0
537	1030	0
536	1030	0
535	1030	0
534	1030	0
533	1030	0
532	1030	0
531	1030	0
530	1030	0
529	1030	0
528	1030	0
527	1030	0
526	1030	0
525	1030	0
524	1030	0
523	1030	0
522	1030	0
521	1030	0
520	1030	0
519	1030	0
518	1030	0
517	1030	0
516	1030	0
515	1030	0
514	1030	0
513	1030	0
512	1030	0
511	1030	0
510	1030	0
509	1030	0
508	1030	0
507	1030	0
506	1030	0
505	1030	0
504	1030	0
503	1030	0
502	1030	0
501	1030	0
500	1030	0
499	1030	0
498	1030	0
497	1030	0
496	1030	0
495	1030	0
494	1030	0
493	1030	0
492	1030	0
491	1030	0
490	1030	0
489	1030	0
488	1030	0
487	1030	0
486	1030	0
485	1030	0
484	1030	0
483	1030	0
482	1030	0
481	1030	0
480	1030	0
479	1030	0
478	1030	0
477	1030	0
476	1030	0
475	1030	0
474	1030	0
473	1030	0
472	1030	0
471	1030	0
470	1030	0
469	1030	0
468	1030	0
467	1030	0
466	1030	0
465	1030	0
464	1030	0
463	1030	0
462	1030	0
461	1030	0
460	1030	0
459	1030	0
458	1030	0
457	1030	0
456	1030	0
455	1030	0
454	1030	0
453	1030	0
452	1030	0
451	1030	0
450	1030	0
449	1030	0
448	1030	0
447	1030	0
446	1030	0
445	1030	0
444	1030	0
443	1030	0
442	1030	0
441	1030	0
440	1030	0
439	1030	0
438	1030	0
437	1030	0
436	1030	0
435	1030	0
434	1030	0
433	1030	0
432	1030	0
431	1030	0
430	1030	0
429	1030	0
428	1030	0
427	1030	0
426	1030	0
425	1030	0
424	1030	0
423	1030	0
422	1030	0
421	1030	0
420	1030	0
